~id,~label,symbol:String,exp_hr_coeff:String,hr_pval:String
gene:NARFL,Gene,NARFL,N/A,0.995189
gene:NARG2,Gene,NARG2,N/A,N/A
gene:NARS,Gene,NARS,N/A,N/A
gene:NARS2,Gene,NARS2,N/A,N/A
gene:NASP,Gene,NASP,N/A,N/A
gene:NAT1,Gene,NAT1,N/A,N/A
gene:NAT10,Gene,NAT10,0.0603318,0.0548168
gene:NAT14,Gene,NAT14,N/A,N/A
gene:NAT16,Gene,NAT16,N/A,N/A
gene:NAT2,Gene,NAT2,N/A,N/A
gene:NAT6,Gene,NAT6,N/A,N/A
gene:NAT8,Gene,NAT8,N/A,N/A
gene:NAT8L,Gene,NAT8L,N/A,N/A
gene:NAT9,Gene,NAT9,N/A,N/A
gene:NAV1,Gene,NAV1,0.728164,0.782378
gene:NAV2,Gene,NAV2,N/A,0.995031
gene:NAV3,Gene,NAV3,0.570293,0.463187
gene:NBAS,Gene,NBAS,0.733126,0.784176
gene:NBEA,Gene,NBEA,0.291513,0.112312
gene:NBEAL1,Gene,NBEAL1,0.142066,0.10541
gene:NBEAL2,Gene,NBEAL2,0.552724,0.595132
gene:NBEAP1,Gene,NBEAP1,N/A,N/A
gene:NBL1,Gene,NBL1,N/A,N/A
gene:NBN,Gene,NBN,N/A,N/A
gene:NBPF1,Gene,NBPF1,N/A,0.994263
gene:NBPF10,Gene,NBPF10,N/A,0.995062
gene:NBPF11,Gene,NBPF11,N/A,N/A
gene:NBPF12,Gene,NBPF12,N/A,N/A
gene:NBPF14,Gene,NBPF14,N/A,N/A
gene:NBPF15,Gene,NBPF15,N/A,N/A
gene:NBPF16,Gene,NBPF16,N/A,N/A
gene:NBPF18P,Gene,NBPF18P,N/A,N/A
gene:NBPF20,Gene,NBPF20,N/A,N/A
gene:NBPF22P,Gene,NBPF22P,N/A,0.996195
gene:NBPF24,Gene,NBPF24,N/A,N/A
gene:NBPF3,Gene,NBPF3,N/A,N/A
gene:NBPF4,Gene,NBPF4,N/A,N/A
gene:NBPF6,Gene,NBPF6,N/A,N/A
gene:NBPF8,Gene,NBPF8,N/A,N/A
gene:NBPF9,Gene,NBPF9,N/A,N/A
gene:NBR1,Gene,NBR1,N/A,N/A
gene:NBR2,Gene,NBR2,N/A,N/A
gene:NCALD,Gene,NCALD,N/A,N/A
gene:NCAM1,Gene,NCAM1,N/A,0.912808
gene:NCAM2,Gene,NCAM2,0.500475,0.537879
gene:NCAN,Gene,NCAN,N/A,N/A
gene:NCAPD2,Gene,NCAPD2,N/A,0.995466
gene:NCAPD3,Gene,NCAPD3,0.258565,0.248586
gene:NCAPG,Gene,NCAPG,0.180156,0.136712
gene:NCAPG2,Gene,NCAPG2,0.774647,0.827363
gene:NCAPH,Gene,NCAPH,N/A,0.995123
gene:NCAPH2,Gene,NCAPH2,N/A,N/A
gene:NCBP1,Gene,NCBP1,N/A,0.787373
gene:NCBP2,Gene,NCBP2,N/A,N/A
gene:NCBP2L,Gene,NCBP2L,N/A,N/A
gene:NCCRP1,Gene,NCCRP1,N/A,N/A
gene:NCDN,Gene,NCDN,N/A,N/A
gene:NCEH1,Gene,NCEH1,N/A,N/A
gene:NCF1,Gene,NCF1,N/A,N/A
gene:NCF1B,Gene,NCF1B,N/A,N/A
gene:NCF2,Gene,NCF2,N/A,N/A
gene:NCF4,Gene,NCF4,N/A,N/A
gene:NCK1,Gene,NCK1,N/A,N/A
gene:NCK2,Gene,NCK2,N/A,N/A
gene:NCKAP1,Gene,NCKAP1,N/A,0.995286
gene:NCKAP1L,Gene,NCKAP1L,0.149125,0.116029
gene:NCKAP5,Gene,NCKAP5,N/A,0.719532
gene:NCKAP5L,Gene,NCKAP5L,N/A,0.994658
gene:NCKIPSD,Gene,NCKIPSD,N/A,N/A
gene:NCL,Gene,NCL,N/A,N/A
gene:NCLN,Gene,NCLN,N/A,N/A
gene:NCMAP,Gene,NCMAP,N/A,N/A
gene:NCOA1,Gene,NCOA1,N/A,0.995219
gene:NCOA2,Gene,NCOA2,N/A,0.995621
gene:NCOA3,Gene,NCOA3,0.245837,0.335174
gene:NCOA4,Gene,NCOA4,0.887368,0.918652
gene:NCOA5,Gene,NCOA5,N/A,0.995773
gene:NCOA6,Gene,NCOA6,N/A,0.913898
gene:NCOA7,Gene,NCOA7,N/A,N/A
gene:NCOR1,Gene,NCOR1,0.809548,0.85005
gene:NCOR1P1,Gene,NCOR1P1,N/A,N/A
gene:NCOR2,Gene,NCOR2,N/A,0.99559
gene:NCR1,Gene,NCR1,N/A,N/A
gene:NCR2,Gene,NCR2,N/A,N/A
gene:NCR3,Gene,NCR3,N/A,N/A
gene:NCR3LG1,Gene,NCR3LG1,N/A,N/A
gene:NCS1,Gene,NCS1,N/A,N/A
gene:NCSTN,Gene,NCSTN,0.365119,0.404593
gene:NDC1,Gene,NDC1,0.103736,0.0762192
gene:NDC80,Gene,NDC80,N/A,N/A
gene:NDE1,Gene,NDE1,9.38113e-08,0.994648
gene:NDEL1,Gene,NDEL1,N/A,N/A
gene:NDFIP1,Gene,NDFIP1,N/A,N/A
gene:NDFIP2,Gene,NDFIP2,N/A,N/A
gene:NDN,Gene,NDN,0.126897,0.0804017
gene:NDNF,Gene,NDNF,N/A,N/A
gene:NDNL2,Gene,NDNL2,N/A,N/A
gene:NDOR1,Gene,NDOR1,N/A,N/A
gene:NDP,Gene,NDP,N/A,N/A
gene:NDRG1,Gene,NDRG1,N/A,N/A
gene:NDRG2,Gene,NDRG2,N/A,N/A
gene:NDRG3,Gene,NDRG3,N/A,N/A
gene:NDRG4,Gene,NDRG4,N/A,N/A
gene:NDST1,Gene,NDST1,N/A,N/A
gene:NDST2,Gene,NDST2,N/A,0.995662
gene:NDST3,Gene,NDST3,0.615896,0.66972
gene:NDST4,Gene,NDST4,N/A,N/A
gene:NDUFA1,Gene,NDUFA1,N/A,N/A
gene:NDUFA10,Gene,NDUFA10,N/A,0.995768
gene:NDUFA11,Gene,NDUFA11,N/A,N/A
gene:NDUFA12,Gene,NDUFA12,N/A,N/A
gene:NDUFA13,Gene,NDUFA13,N/A,N/A
gene:NDUFA2,Gene,NDUFA2,N/A,N/A
gene:NDUFA3,Gene,NDUFA3,N/A,N/A
gene:NDUFA4,Gene,NDUFA4,N/A,N/A
gene:NDUFA4L2,Gene,NDUFA4L2,N/A,N/A
gene:NDUFA5,Gene,NDUFA5,N/A,N/A
gene:NDUFA6,Gene,NDUFA6,N/A,N/A
gene:NDUFA6-AS1,Gene,NDUFA6-AS1,N/A,N/A
gene:NDUFA7,Gene,NDUFA7,N/A,N/A
gene:NDUFA8,Gene,NDUFA8,N/A,N/A
gene:NDUFA9,Gene,NDUFA9,N/A,N/A
gene:NDUFAB1,Gene,NDUFAB1,N/A,N/A
gene:NDUFAF1,Gene,NDUFAF1,N/A,N/A
gene:NDUFAF2,Gene,NDUFAF2,N/A,N/A
gene:NDUFAF3,Gene,NDUFAF3,N/A,N/A
gene:NDUFAF4,Gene,NDUFAF4,N/A,N/A
gene:NDUFAF5,Gene,NDUFAF5,N/A,N/A
gene:NDUFAF6,Gene,NDUFAF6,N/A,N/A
gene:NDUFAF7,Gene,NDUFAF7,N/A,N/A
gene:NDUFB1,Gene,NDUFB1,N/A,N/A
gene:NDUFB10,Gene,NDUFB10,N/A,N/A
gene:NDUFB11,Gene,NDUFB11,N/A,N/A
gene:NDUFB2,Gene,NDUFB2,N/A,N/A
gene:NDUFB3,Gene,NDUFB3,N/A,N/A
gene:NDUFB4,Gene,NDUFB4,N/A,N/A
gene:NDUFB5,Gene,NDUFB5,N/A,N/A
gene:NDUFB6,Gene,NDUFB6,N/A,N/A
gene:NDUFB7,Gene,NDUFB7,N/A,N/A
gene:NDUFB8,Gene,NDUFB8,N/A,N/A
gene:NDUFB9,Gene,NDUFB9,N/A,N/A
gene:NDUFC1,Gene,NDUFC1,N/A,N/A
gene:NDUFC2,Gene,NDUFC2,N/A,N/A
gene:NDUFS1,Gene,NDUFS1,N/A,0.994274
gene:NDUFS2,Gene,NDUFS2,N/A,N/A
gene:NDUFS3,Gene,NDUFS3,N/A,N/A
gene:NDUFS4,Gene,NDUFS4,N/A,N/A
gene:NDUFS5,Gene,NDUFS5,N/A,N/A
gene:NDUFS6,Gene,NDUFS6,N/A,N/A
gene:NDUFS7,Gene,NDUFS7,N/A,N/A
gene:NDUFS8,Gene,NDUFS8,N/A,N/A
gene:NDUFV1,Gene,NDUFV1,N/A,N/A
gene:NDUFV2,Gene,NDUFV2,N/A,N/A
gene:NDUFV3,Gene,NDUFV3,N/A,N/A
gene:NEAT1,Gene,NEAT1,N/A,N/A
gene:NEB,Gene,NEB,N/A,0.956388
gene:NEBL,Gene,NEBL,N/A,N/A
gene:NEBL-AS1,Gene,NEBL-AS1,N/A,N/A
gene:NECAB1,Gene,NECAB1,N/A,N/A
gene:NECAB2,Gene,NECAB2,N/A,N/A
gene:NECAB3,Gene,NECAB3,0.772811,0.830495
gene:NECAP1,Gene,NECAP1,N/A,N/A
gene:NECAP2,Gene,NECAP2,N/A,N/A
gene:NEDD1,Gene,NEDD1,N/A,0.994264
gene:NEDD4,Gene,NEDD4,0.336725,0.352922
gene:NEDD4L,Gene,NEDD4L,N/A,0.994845
gene:NEDD8,Gene,NEDD8,N/A,N/A
gene:NEDD8-MDP1,Gene,NEDD8-MDP1,N/A,N/A
gene:NEDD9,Gene,NEDD9,0.225465,0.216529
gene:NEFH,Gene,NEFH,N/A,N/A
gene:NEFL,Gene,NEFL,N/A,N/A
gene:NEFM,Gene,NEFM,0.456645,0.490625
gene:NEGR1,Gene,NEGR1,N/A,N/A
gene:NEIL1,Gene,NEIL1,N/A,0.995371
gene:NEIL2,Gene,NEIL2,N/A,N/A
gene:NEIL3,Gene,NEIL3,N/A,N/A
gene:NEK1,Gene,NEK1,0.859516,0.999981
gene:NEK10,Gene,NEK10,0.325389,0.352478
gene:NEK11,Gene,NEK11,N/A,N/A
gene:NEK2,Gene,NEK2,N/A,N/A
gene:NEK3,Gene,NEK3,N/A,N/A
gene:NEK4,Gene,NEK4,N/A,0.994521
gene:NEK5,Gene,NEK5,0.438885,0.48189
gene:NEK6,Gene,NEK6,N/A,N/A
gene:NEK7,Gene,NEK7,N/A,N/A
gene:NEK8,Gene,NEK8,N/A,0.99455
gene:NEK9,Gene,NEK9,N/A,N/A
gene:NELFA,Gene,NELFA,N/A,N/A
gene:NELFB,Gene,NELFB,N/A,N/A
gene:NELFCD,Gene,NELFCD,N/A,N/A
gene:NELFE,Gene,NELFE,N/A,0.995737
gene:NELL1,Gene,NELL1,0.576963,0.648094
gene:NELL2,Gene,NELL2,0.403405,0.301869
gene:NEMF,Gene,NEMF,N/A,0.995999
gene:NENF,Gene,NENF,N/A,N/A
gene:NEO1,Gene,NEO1,N/A,0.994983
gene:NES,Gene,NES,N/A,0.639207
gene:NET1,Gene,NET1,N/A,N/A
gene:NETO1,Gene,NETO1,0.201359,0.184523
gene:NETO2,Gene,NETO2,N/A,N/A
gene:NEU1,Gene,NEU1,N/A,N/A
gene:NEU2,Gene,NEU2,N/A,N/A
gene:NEU3,Gene,NEU3,N/A,N/A
gene:NEU4,Gene,NEU4,N/A,N/A
gene:NEURL1,Gene,NEURL1,N/A,N/A
gene:NEURL1B,Gene,NEURL1B,N/A,N/A
gene:NEURL2,Gene,NEURL2,N/A,N/A
gene:NEURL3,Gene,NEURL3,N/A,N/A
gene:NEURL4,Gene,NEURL4,0.253472,0.255427
gene:NEUROD1,Gene,NEUROD1,N/A,N/A
gene:NEUROD2,Gene,NEUROD2,N/A,N/A
gene:NEUROD4,Gene,NEUROD4,N/A,0.99587
gene:NEUROD6,Gene,NEUROD6,N/A,N/A
gene:NEUROG1,Gene,NEUROG1,N/A,N/A
gene:NEUROG2,Gene,NEUROG2,N/A,N/A
gene:NEUROG3,Gene,NEUROG3,N/A,N/A
gene:NEXN,Gene,NEXN,N/A,0.995171
gene:NF1,Gene,NF1,N/A,0.995096
gene:NF2,Gene,NF2,N/A,0.99448
gene:NFAM1,Gene,NFAM1,N/A,N/A
gene:NFASC,Gene,NFASC,N/A,0.99507
gene:NFAT5,Gene,NFAT5,N/A,N/A
gene:NFATC1,Gene,NFATC1,0.188128,0.189494
gene:NFATC2,Gene,NFATC2,0.0664092,0.062979
gene:NFATC2IP,Gene,NFATC2IP,N/A,N/A
gene:NFATC3,Gene,NFATC3,N/A,0.995485
gene:NFATC4,Gene,NFATC4,N/A,0.99515
gene:NFE2,Gene,NFE2,N/A,N/A
gene:NFE2L1,Gene,NFE2L1,N/A,0.994883
gene:NFE2L2,Gene,NFE2L2,N/A,N/A
gene:NFE2L3,Gene,NFE2L3,N/A,0.994913
gene:NFIA,Gene,NFIA,N/A,0.995123
gene:NFIB,Gene,NFIB,N/A,0.994881
gene:NFIC,Gene,NFIC,N/A,N/A
gene:NFIL3,Gene,NFIL3,N/A,N/A
gene:NFIX,Gene,NFIX,N/A,N/A
gene:NFKB1,Gene,NFKB1,0.697384,0.777628
gene:NFKB2,Gene,NFKB2,N/A,N/A
gene:NFKBIA,Gene,NFKBIA,N/A,N/A
gene:NFKBIB,Gene,NFKBIB,N/A,N/A
gene:NFKBID,Gene,NFKBID,N/A,N/A
gene:NFKBIE,Gene,NFKBIE,N/A,N/A
gene:NFKBIL1,Gene,NFKBIL1,N/A,N/A
gene:NFKBIZ,Gene,NFKBIZ,N/A,N/A
gene:NFRKB,Gene,NFRKB,0.0199026,0.0074914
gene:NFS1,Gene,NFS1,N/A,N/A
gene:NFU1,Gene,NFU1,N/A,N/A
gene:NFX1,Gene,NFX1,N/A,0.995651
gene:NFXL1,Gene,NFXL1,N/A,0.994147
gene:NFYA,Gene,NFYA,N/A,N/A
gene:NFYB,Gene,NFYB,N/A,N/A
gene:NFYC,Gene,NFYC,N/A,N/A
gene:NGB,Gene,NGB,N/A,N/A
gene:NGDN,Gene,NGDN,N/A,N/A
gene:NGEF,Gene,NGEF,N/A,N/A
gene:NGF,Gene,NGF,N/A,N/A
gene:NGFR,Gene,NGFR,N/A,0.995933
gene:NGFRAP1,Gene,NGFRAP1,N/A,N/A
gene:NGLY1,Gene,NGLY1,N/A,0.995833
gene:NGRN,Gene,NGRN,N/A,N/A
gene:NHEJ1,Gene,NHEJ1,N/A,N/A
gene:NHLH1,Gene,NHLH1,N/A,N/A
gene:NHLH2,Gene,NHLH2,N/A,N/A
gene:NHLRC1,Gene,NHLRC1,N/A,N/A
gene:NHLRC2,Gene,NHLRC2,N/A,N/A
gene:NHLRC3,Gene,NHLRC3,N/A,0.994857
gene:NHLRC4,Gene,NHLRC4,N/A,N/A
gene:NHP2,Gene,NHP2,N/A,N/A
gene:NHP2L1,Gene,NHP2L1,N/A,N/A
gene:NHS,Gene,NHS,N/A,0.994095
gene:NHSL1,Gene,NHSL1,N/A,0.99446
gene:NHSL2,Gene,NHSL2,0.242688,0.265386
gene:NICN1,Gene,NICN1,N/A,N/A
gene:NID1,Gene,NID1,N/A,0.995479
gene:NID2,Gene,NID2,0.159232,0.083853
gene:NIF3L1,Gene,NIF3L1,N/A,N/A
gene:NIFK,Gene,NIFK,N/A,N/A
gene:NIM1K,Gene,NIM1K,0.203159,0.17396
gene:NIN,Gene,NIN,0.18222,0.109684
gene:NINJ1,Gene,NINJ1,N/A,N/A
gene:NINJ2,Gene,NINJ2,N/A,N/A
gene:NINL,Gene,NINL,N/A,0.0488258
gene:NIP7,Gene,NIP7,N/A,N/A
gene:NIPA1,Gene,NIPA1,N/A,N/A
gene:NIPA2,Gene,NIPA2,N/A,N/A
gene:NIPAL1,Gene,NIPAL1,N/A,N/A
gene:NIPAL2,Gene,NIPAL2,N/A,N/A
gene:NIPAL3,Gene,NIPAL3,N/A,N/A
gene:NIPAL4,Gene,NIPAL4,N/A,N/A
gene:NIPBL,Gene,NIPBL,0.539523,0.583351
gene:NIPSNAP1,Gene,NIPSNAP1,N/A,N/A
gene:NIPSNAP3A,Gene,NIPSNAP3A,N/A,N/A
gene:NIPSNAP3B,Gene,NIPSNAP3B,N/A,N/A
gene:NISCH,Gene,NISCH,0.283182,0.295743
gene:NIT1,Gene,NIT1,N/A,N/A
gene:NIT2,Gene,NIT2,N/A,N/A
gene:NKAIN1,Gene,NKAIN1,N/A,N/A
gene:NKAIN2,Gene,NKAIN2,N/A,N/A
gene:NKAIN3,Gene,NKAIN3,N/A,N/A
gene:NKAIN4,Gene,NKAIN4,N/A,N/A
gene:NKAP,Gene,NKAP,N/A,N/A
gene:NKAPL,Gene,NKAPL,0.217684,0.0967668
gene:NKAPP1,Gene,NKAPP1,N/A,N/A
gene:NKD1,Gene,NKD1,N/A,N/A
gene:NKD2,Gene,NKD2,N/A,N/A
gene:NKG7,Gene,NKG7,N/A,N/A
gene:NKIRAS1,Gene,NKIRAS1,N/A,N/A
gene:NKIRAS2,Gene,NKIRAS2,N/A,N/A
gene:NKPD1,Gene,NKPD1,N/A,0.99488
gene:NKRF,Gene,NKRF,N/A,N/A
gene:NKTR,Gene,NKTR,0.192127,0.195874
gene:NKX1-2,Gene,NKX1-2,N/A,N/A
gene:NKX2-1,Gene,NKX2-1,N/A,N/A
gene:NKX2-2,Gene,NKX2-2,N/A,N/A
gene:NKX2-3,Gene,NKX2-3,N/A,N/A
gene:NKX2-4,Gene,NKX2-4,N/A,N/A
gene:NKX2-5,Gene,NKX2-5,N/A,N/A
gene:NKX2-6,Gene,NKX2-6,N/A,N/A
gene:NKX2-8,Gene,NKX2-8,N/A,N/A
gene:NKX3-1,Gene,NKX3-1,N/A,N/A
gene:NKX3-2,Gene,NKX3-2,N/A,N/A
gene:NKX6-1,Gene,NKX6-1,N/A,N/A
gene:NKX6-2,Gene,NKX6-2,N/A,N/A
gene:NKX6-3,Gene,NKX6-3,N/A,N/A
gene:NLE1,Gene,NLE1,N/A,N/A
gene:NLGN1,Gene,NLGN1,0.922144,0.944803
gene:NLGN2,Gene,NLGN2,N/A,N/A
gene:NLGN3,Gene,NLGN3,N/A,0.995194
gene:NLGN4X,Gene,NLGN4X,N/A,0.995267
gene:NLGN4Y,Gene,NLGN4Y,0.125706,0.104087
gene:NLK,Gene,NLK,N/A,N/A
gene:NLN,Gene,NLN,N/A,0.995785
gene:NLRC3,Gene,NLRC3,0.473885,0.524166
gene:NLRC4,Gene,NLRC4,0.521936,0.571139
gene:NLRC5,Gene,NLRC5,N/A,0.994155
gene:NLRP1,Gene,NLRP1,N/A,0.994926
gene:NLRP10,Gene,NLRP10,N/A,0.908058
gene:NLRP11,Gene,NLRP11,N/A,0.995692
gene:NLRP12,Gene,NLRP12,0.213189,0.224151
gene:NLRP13,Gene,NLRP13,0.392143,0.436819
gene:NLRP14,Gene,NLRP14,0.223955,0.239472
gene:NLRP2,Gene,NLRP2,N/A,0.996041
gene:NLRP3,Gene,NLRP3,0.198492,0.179306
gene:NLRP4,Gene,NLRP4,N/A,0.996081
gene:NLRP5,Gene,NLRP5,N/A,0.994994
gene:NLRP6,Gene,NLRP6,N/A,N/A
gene:NLRP7,Gene,NLRP7,N/A,0.865687
gene:NLRP8,Gene,NLRP8,N/A,0.996462
gene:NLRP9,Gene,NLRP9,N/A,0.994218
gene:NLRX1,Gene,NLRX1,0.374444,0.392573
gene:NMB,Gene,NMB,N/A,N/A
gene:NMBR,Gene,NMBR,N/A,N/A
gene:NMD3,Gene,NMD3,N/A,N/A
gene:NME1,Gene,NME1,N/A,N/A
gene:NME1-NME2,Gene,NME1-NME2,N/A,N/A
gene:NME3,Gene,NME3,N/A,N/A
gene:NME4,Gene,NME4,N/A,N/A
gene:NME5,Gene,NME5,N/A,N/A
gene:NME6,Gene,NME6,N/A,N/A
gene:NME7,Gene,NME7,N/A,N/A
gene:NME8,Gene,NME8,0.871477,0.999983
gene:NME9,Gene,NME9,N/A,N/A
gene:NMI,Gene,NMI,N/A,N/A
gene:NMNAT1,Gene,NMNAT1,N/A,N/A
gene:NMNAT2,Gene,NMNAT2,N/A,N/A
gene:NMNAT3,Gene,NMNAT3,N/A,N/A
gene:NMRAL1,Gene,NMRAL1,N/A,N/A
gene:NMRK1,Gene,NMRK1,N/A,N/A
gene:NMRK2,Gene,NMRK2,N/A,N/A
gene:NMS,Gene,NMS,N/A,N/A
gene:NMT1,Gene,NMT1,N/A,0.995899
gene:NMT2,Gene,NMT2,N/A,N/A
gene:NMU,Gene,NMU,N/A,N/A
gene:NMUR1,Gene,NMUR1,N/A,N/A
gene:NMUR2,Gene,NMUR2,N/A,0.995182
gene:NNAT,Gene,NNAT,N/A,N/A
gene:NNMT,Gene,NNMT,N/A,N/A
gene:NNT,Gene,NNT,N/A,N/A
gene:NOA1,Gene,NOA1,N/A,N/A
gene:NOB1,Gene,NOB1,N/A,N/A
gene:NOBOX,Gene,NOBOX,N/A,N/A
gene:NOC2L,Gene,NOC2L,N/A,N/A
gene:NOC3L,Gene,NOC3L,N/A,0.995101
gene:NOC4L,Gene,NOC4L,N/A,0.99415
gene:NOD1,Gene,NOD1,0.194667,0.152413
gene:NOD2,Gene,NOD2,N/A,0.994809
gene:NODAL,Gene,NODAL,N/A,N/A
gene:NOG,Gene,NOG,N/A,N/A
gene:NOL10,Gene,NOL10,N/A,N/A
gene:NOL11,Gene,NOL11,N/A,N/A
gene:NOL12,Gene,NOL12,N/A,N/A
gene:NOL3,Gene,NOL3,N/A,N/A
gene:NOL4,Gene,NOL4,7.78298e-09,0.993859
gene:NOL6,Gene,NOL6,N/A,0.995884
gene:NOL7,Gene,NOL7,N/A,N/A
gene:NOL8,Gene,NOL8,0.758853,0.818833
gene:NOL9,Gene,NOL9,N/A,N/A
gene:NOLC1,Gene,NOLC1,N/A,0.994336
gene:NOM1,Gene,NOM1,N/A,N/A
gene:NOMO1,Gene,NOMO1,N/A,0.993735
gene:NOMO2,Gene,NOMO2,N/A,N/A
gene:NOMO3,Gene,NOMO3,N/A,N/A
gene:NONO,Gene,NONO,N/A,0.996367
gene:NOP10,Gene,NOP10,N/A,N/A
gene:NOP14,Gene,NOP14,N/A,N/A
gene:NOP16,Gene,NOP16,N/A,N/A
gene:NOP2,Gene,NOP2,N/A,0.995395
gene:NOP56,Gene,NOP56,N/A,N/A
gene:NOP58,Gene,NOP58,N/A,0.994975
gene:NOP9,Gene,NOP9,0.0493141,0.018973
gene:NOS1,Gene,NOS1,0.843761,0.879658
gene:NOS1AP,Gene,NOS1AP,N/A,N/A
gene:NOS2,Gene,NOS2,0.0979236,0.110773
gene:NOS2P3,Gene,NOS2P3,N/A,N/A
gene:NOS3,Gene,NOS3,N/A,0.987875
gene:NOSIP,Gene,NOSIP,N/A,N/A
gene:NOSTRIN,Gene,NOSTRIN,N/A,N/A
gene:NOTCH1,Gene,NOTCH1,0.389418,0.412361
gene:NOTCH2,Gene,NOTCH2,0.507854,0.557452
gene:NOTCH2NL,Gene,NOTCH2NL,N/A,N/A
gene:NOTCH3,Gene,NOTCH3,0.115483,0.0428979
gene:NOTCH4,Gene,NOTCH4,N/A,0.995863
gene:NOTO,Gene,NOTO,N/A,N/A
gene:NOTUM,Gene,NOTUM,N/A,N/A
gene:NOV,Gene,NOV,N/A,N/A
gene:NOVA1,Gene,NOVA1,N/A,0.995657
gene:NOVA2,Gene,NOVA2,N/A,N/A
gene:NOX1,Gene,NOX1,N/A,N/A
gene:NOX3,Gene,NOX3,N/A,0.994844
gene:NOX4,Gene,NOX4,0.158112,0.0839859
gene:NOX5,Gene,NOX5,N/A,N/A
gene:NOXA1,Gene,NOXA1,N/A,N/A
gene:NOXO1,Gene,NOXO1,N/A,N/A
gene:NOXRED1,Gene,NOXRED1,N/A,N/A
gene:NPAP1,Gene,NPAP1,0.607273,0.669564
gene:NPAS1,Gene,NPAS1,N/A,N/A
gene:NPAS2,Gene,NPAS2,0.432946,0.566047
gene:NPAS3,Gene,NPAS3,0.160143,0.085763
gene:NPAS4,Gene,NPAS4,N/A,0.996444
gene:NPAT,Gene,NPAT,N/A,0.848317
gene:NPB,Gene,NPB,N/A,N/A
gene:NPBWR1,Gene,NPBWR1,0.58768,0.644297
gene:NPBWR2,Gene,NPBWR2,N/A,N/A
gene:NPC1,Gene,NPC1,N/A,0.994398
gene:NPC1L1,Gene,NPC1L1,N/A,0.99474
gene:NPC2,Gene,NPC2,N/A,N/A
gene:NPDC1,Gene,NPDC1,N/A,N/A
gene:NPEPL1,Gene,NPEPL1,N/A,N/A
gene:NPEPPS,Gene,NPEPPS,N/A,0.995786
gene:NPFF,Gene,NPFF,N/A,N/A
gene:NPFFR1,Gene,NPFFR1,N/A,N/A
gene:NPFFR2,Gene,NPFFR2,N/A,0.995848
gene:NPHP1,Gene,NPHP1,0.0649284,0.0328335
gene:NPHP3,Gene,NPHP3,0.0661144,0.0335095
gene:NPHP4,Gene,NPHP4,N/A,0.994202
gene:NPHS1,Gene,NPHS1,N/A,0.995209
gene:NPHS2,Gene,NPHS2,N/A,N/A
gene:NPIPA1,Gene,NPIPA1,N/A,N/A
gene:NPIPA2,Gene,NPIPA2,N/A,N/A
gene:NPIPA5,Gene,NPIPA5,N/A,N/A
gene:NPIPA7,Gene,NPIPA7,N/A,N/A
gene:NPIPA8,Gene,NPIPA8,N/A,N/A
gene:NPIPB11,Gene,NPIPB11,N/A,N/A
gene:NPIPB15,Gene,NPIPB15,N/A,N/A
gene:NPIPB3,Gene,NPIPB3,N/A,N/A
gene:NPIPB4,Gene,NPIPB4,N/A,N/A
gene:NPIPB5,Gene,NPIPB5,N/A,N/A
gene:NPIPB6,Gene,NPIPB6,N/A,N/A
gene:NPIPB7,Gene,NPIPB7,N/A,N/A
gene:NPIPB8,Gene,NPIPB8,N/A,N/A
gene:NPIPB9,Gene,NPIPB9,N/A,N/A
gene:NPL,Gene,NPL,N/A,N/A
gene:NPLOC4,Gene,NPLOC4,N/A,N/A
gene:NPM1,Gene,NPM1,N/A,N/A
gene:NPM2,Gene,NPM2,N/A,N/A
gene:NPM3,Gene,NPM3,N/A,N/A
gene:NPNT,Gene,NPNT,N/A,N/A
gene:NPPA,Gene,NPPA,N/A,N/A
gene:NPPB,Gene,NPPB,N/A,N/A
gene:NPPC,Gene,NPPC,N/A,N/A
gene:NPR1,Gene,NPR1,N/A,0.995194
gene:NPR2,Gene,NPR2,N/A,0.994141
gene:NPR3,Gene,NPR3,0.324959,0.254979
gene:NPRL2,Gene,NPRL2,N/A,N/A
gene:NPRL3,Gene,NPRL3,N/A,N/A
gene:NPS,Gene,NPS,N/A,N/A
gene:NPSR1,Gene,NPSR1,N/A,N/A
gene:NPSR1-AS1,Gene,NPSR1-AS1,N/A,N/A
gene:NPTN,Gene,NPTN,N/A,N/A
gene:NPTX1,Gene,NPTX1,N/A,N/A
gene:NPTX2,Gene,NPTX2,0.471411,0.605027
gene:NPTXR,Gene,NPTXR,N/A,N/A
gene:NPVF,Gene,NPVF,N/A,N/A
gene:NPW,Gene,NPW,N/A,N/A
gene:NPY,Gene,NPY,N/A,N/A
gene:NPY1R,Gene,NPY1R,N/A,N/A
gene:NPY2R,Gene,NPY2R,N/A,0.995759
gene:NPY4R,Gene,NPY4R,N/A,0.994308
gene:NPY5R,Gene,NPY5R,N/A,N/A
gene:NPY6R,Gene,NPY6R,N/A,N/A
gene:NQO1,Gene,NQO1,N/A,N/A
gene:NQO2,Gene,NQO2,N/A,N/A
gene:NR0B1,Gene,NR0B1,N/A,0.995122
gene:NR0B2,Gene,NR0B2,N/A,N/A
gene:NR1D1,Gene,NR1D1,N/A,N/A
gene:NR1D2,Gene,NR1D2,0.082658,0.0397358
gene:NR1H2,Gene,NR1H2,N/A,N/A
gene:NR1H3,Gene,NR1H3,N/A,N/A
gene:NR1H4,Gene,NR1H4,N/A,N/A
