~id,~label,symbol:String,exp_hr_coeff:String,hr_pval:String
gene:MORF4L1,Gene,MORF4L1,N/A,N/A
gene:MORF4L2,Gene,MORF4L2,N/A,N/A
gene:MORN1,Gene,MORN1,N/A,N/A
gene:MORN2,Gene,MORN2,N/A,N/A
gene:MORN3,Gene,MORN3,N/A,N/A
gene:MORN4,Gene,MORN4,N/A,N/A
gene:MORN5,Gene,MORN5,N/A,N/A
gene:MOS,Gene,MOS,0.118051,0.0647232
gene:MOSPD1,Gene,MOSPD1,N/A,N/A
gene:MOSPD2,Gene,MOSPD2,N/A,N/A
gene:MOSPD3,Gene,MOSPD3,N/A,N/A
gene:MOV10,Gene,MOV10,N/A,0.994577
gene:MOV10L1,Gene,MOV10L1,N/A,0.994971
gene:MOXD1,Gene,MOXD1,N/A,N/A
gene:MOXD2P,Gene,MOXD2P,N/A,N/A
gene:MPC1,Gene,MPC1,N/A,N/A
gene:MPC2,Gene,MPC2,N/A,N/A
gene:MPDU1,Gene,MPDU1,N/A,N/A
gene:MPDZ,Gene,MPDZ,0.29056,0.290575
gene:MPEG1,Gene,MPEG1,N/A,0.995114
gene:MPG,Gene,MPG,N/A,N/A
gene:MPHOSPH10,Gene,MPHOSPH10,N/A,0.99484
gene:MPHOSPH6,Gene,MPHOSPH6,N/A,N/A
gene:MPHOSPH8,Gene,MPHOSPH8,0.05874,0.0268659
gene:MPHOSPH9,Gene,MPHOSPH9,0.372231,0.438404
gene:MPI,Gene,MPI,N/A,N/A
gene:MPL,Gene,MPL,0.298032,0.302261
gene:MPLKIP,Gene,MPLKIP,N/A,N/A
gene:MPND,Gene,MPND,N/A,N/A
gene:MPO,Gene,MPO,0.0612284,0.0556023
gene:MPP1,Gene,MPP1,0.871894,0.999982
gene:MPP2,Gene,MPP2,0.411106,0.46148
gene:MPP3,Gene,MPP3,0.109628,0.0835594
gene:MPP4,Gene,MPP4,N/A,0.995388
gene:MPP5,Gene,MPP5,N/A,N/A
gene:MPP6,Gene,MPP6,N/A,N/A
gene:MPP7,Gene,MPP7,N/A,N/A
gene:MPPE1,Gene,MPPE1,N/A,N/A
gene:MPPED1,Gene,MPPED1,N/A,N/A
gene:MPPED2,Gene,MPPED2,N/A,N/A
gene:MPRIP,Gene,MPRIP,0.279806,0.267875
gene:MPST,Gene,MPST,N/A,N/A
gene:MPV17,Gene,MPV17,N/A,N/A
gene:MPV17L,Gene,MPV17L,N/A,N/A
gene:MPV17L2,Gene,MPV17L2,N/A,N/A
gene:MPZ,Gene,MPZ,N/A,N/A
gene:MPZL1,Gene,MPZL1,N/A,N/A
gene:MPZL2,Gene,MPZL2,N/A,N/A
gene:MPZL3,Gene,MPZL3,N/A,N/A
gene:MR1,Gene,MR1,0.0837956,0.0524272
gene:MRAP,Gene,MRAP,N/A,N/A
gene:MRAP2,Gene,MRAP2,N/A,N/A
gene:MRAS,Gene,MRAS,N/A,N/A
gene:MRC1,Gene,MRC1,N/A,N/A
gene:MRC1L1,Gene,MRC1L1,N/A,N/A
gene:MRC2,Gene,MRC2,0.07604,0.00926961
gene:MRE11A,Gene,MRE11A,N/A,N/A
gene:MREG,Gene,MREG,N/A,N/A
gene:MRFAP1,Gene,MRFAP1,N/A,N/A
gene:MRFAP1L1,Gene,MRFAP1L1,N/A,N/A
gene:MRGBP,Gene,MRGBP,N/A,N/A
gene:MRGPRD,Gene,MRGPRD,N/A,N/A
gene:MRGPRE,Gene,MRGPRE,N/A,N/A
gene:MRGPRF,Gene,MRGPRF,N/A,N/A
gene:MRGPRG,Gene,MRGPRG,N/A,N/A
gene:MRGPRX1,Gene,MRGPRX1,N/A,0.996134
gene:MRGPRX2,Gene,MRGPRX2,N/A,N/A
gene:MRGPRX3,Gene,MRGPRX3,N/A,0.996255
gene:MRGPRX4,Gene,MRGPRX4,N/A,N/A
gene:MRI1,Gene,MRI1,N/A,N/A
gene:MRM1,Gene,MRM1,N/A,N/A
gene:MRO,Gene,MRO,N/A,N/A
gene:MROH1,Gene,MROH1,N/A,N/A
gene:MROH2A,Gene,MROH2A,N/A,N/A
gene:MROH2B,Gene,MROH2B,N/A,0.692072
gene:MROH5,Gene,MROH5,N/A,N/A
gene:MROH6,Gene,MROH6,N/A,N/A
gene:MROH7,Gene,MROH7,N/A,N/A
gene:MROH8,Gene,MROH8,N/A,0.994983
gene:MROH9,Gene,MROH9,0.333244,0.220234
gene:MRP63,Gene,MRP63,N/A,N/A
gene:MRPL1,Gene,MRPL1,N/A,N/A
gene:MRPL10,Gene,MRPL10,N/A,N/A
gene:MRPL11,Gene,MRPL11,N/A,N/A
gene:MRPL12,Gene,MRPL12,N/A,N/A
gene:MRPL13,Gene,MRPL13,N/A,N/A
gene:MRPL14,Gene,MRPL14,N/A,N/A
gene:MRPL15,Gene,MRPL15,N/A,N/A
gene:MRPL16,Gene,MRPL16,N/A,N/A
gene:MRPL17,Gene,MRPL17,N/A,N/A
gene:MRPL18,Gene,MRPL18,N/A,N/A
gene:MRPL19,Gene,MRPL19,N/A,N/A
gene:MRPL2,Gene,MRPL2,N/A,N/A
gene:MRPL20,Gene,MRPL20,N/A,N/A
gene:MRPL21,Gene,MRPL21,N/A,N/A
gene:MRPL22,Gene,MRPL22,N/A,N/A
gene:MRPL23,Gene,MRPL23,N/A,N/A
gene:MRPL23-AS1,Gene,MRPL23-AS1,N/A,N/A
gene:MRPL24,Gene,MRPL24,N/A,N/A
gene:MRPL27,Gene,MRPL27,N/A,N/A
gene:MRPL28,Gene,MRPL28,N/A,N/A
gene:MRPL3,Gene,MRPL3,N/A,N/A
gene:MRPL30,Gene,MRPL30,N/A,N/A
gene:MRPL32,Gene,MRPL32,N/A,N/A
gene:MRPL33,Gene,MRPL33,N/A,N/A
gene:MRPL34,Gene,MRPL34,N/A,N/A
gene:MRPL35,Gene,MRPL35,N/A,N/A
gene:MRPL36,Gene,MRPL36,N/A,N/A
gene:MRPL37,Gene,MRPL37,N/A,N/A
gene:MRPL38,Gene,MRPL38,N/A,N/A
gene:MRPL39,Gene,MRPL39,N/A,N/A
gene:MRPL4,Gene,MRPL4,N/A,N/A
gene:MRPL40,Gene,MRPL40,N/A,N/A
gene:MRPL41,Gene,MRPL41,N/A,N/A
gene:MRPL42,Gene,MRPL42,N/A,N/A
gene:MRPL43,Gene,MRPL43,N/A,N/A
gene:MRPL44,Gene,MRPL44,N/A,N/A
gene:MRPL45,Gene,MRPL45,N/A,N/A
gene:MRPL45P2,Gene,MRPL45P2,N/A,N/A
gene:MRPL46,Gene,MRPL46,N/A,N/A
gene:MRPL47,Gene,MRPL47,N/A,N/A
gene:MRPL48,Gene,MRPL48,N/A,N/A
gene:MRPL49,Gene,MRPL49,N/A,N/A
gene:MRPL50,Gene,MRPL50,N/A,N/A
gene:MRPL51,Gene,MRPL51,N/A,N/A
gene:MRPL52,Gene,MRPL52,N/A,N/A
gene:MRPL53,Gene,MRPL53,N/A,N/A
gene:MRPL54,Gene,MRPL54,N/A,N/A
gene:MRPL55,Gene,MRPL55,N/A,N/A
gene:MRPL9,Gene,MRPL9,N/A,N/A
gene:MRPS10,Gene,MRPS10,N/A,N/A
gene:MRPS11,Gene,MRPS11,N/A,N/A
gene:MRPS12,Gene,MRPS12,N/A,N/A
gene:MRPS14,Gene,MRPS14,N/A,N/A
gene:MRPS15,Gene,MRPS15,N/A,N/A
gene:MRPS16,Gene,MRPS16,N/A,N/A
gene:MRPS17,Gene,MRPS17,N/A,N/A
gene:MRPS18A,Gene,MRPS18A,N/A,N/A
gene:MRPS18B,Gene,MRPS18B,N/A,N/A
gene:MRPS18C,Gene,MRPS18C,N/A,N/A
gene:MRPS2,Gene,MRPS2,N/A,N/A
gene:MRPS21,Gene,MRPS21,N/A,N/A
gene:MRPS22,Gene,MRPS22,N/A,N/A
gene:MRPS23,Gene,MRPS23,N/A,N/A
gene:MRPS24,Gene,MRPS24,N/A,N/A
gene:MRPS25,Gene,MRPS25,N/A,N/A
gene:MRPS26,Gene,MRPS26,N/A,N/A
gene:MRPS27,Gene,MRPS27,N/A,N/A
gene:MRPS28,Gene,MRPS28,N/A,N/A
gene:MRPS30,Gene,MRPS30,N/A,N/A
gene:MRPS31,Gene,MRPS31,N/A,N/A
gene:MRPS31P5,Gene,MRPS31P5,N/A,N/A
gene:MRPS33,Gene,MRPS33,N/A,N/A
gene:MRPS34,Gene,MRPS34,N/A,N/A
gene:MRPS35,Gene,MRPS35,N/A,N/A
gene:MRPS36,Gene,MRPS36,N/A,N/A
gene:MRPS5,Gene,MRPS5,N/A,N/A
gene:MRPS6,Gene,MRPS6,N/A,N/A
gene:MRPS7,Gene,MRPS7,N/A,N/A
gene:MRPS9,Gene,MRPS9,N/A,N/A
gene:MRRF,Gene,MRRF,N/A,N/A
gene:MRS2,Gene,MRS2,N/A,N/A
gene:MRTO4,Gene,MRTO4,N/A,N/A
gene:MRVI1,Gene,MRVI1,0.233822,0.214511
gene:MS4A1,Gene,MS4A1,N/A,N/A
gene:MS4A10,Gene,MS4A10,N/A,N/A
gene:MS4A12,Gene,MS4A12,N/A,N/A
gene:MS4A13,Gene,MS4A13,N/A,N/A
gene:MS4A14,Gene,MS4A14,N/A,N/A
gene:MS4A15,Gene,MS4A15,N/A,N/A
gene:MS4A18,Gene,MS4A18,N/A,N/A
gene:MS4A2,Gene,MS4A2,N/A,N/A
gene:MS4A3,Gene,MS4A3,N/A,N/A
gene:MS4A4A,Gene,MS4A4A,N/A,N/A
gene:MS4A4E,Gene,MS4A4E,N/A,N/A
gene:MS4A5,Gene,MS4A5,N/A,N/A
gene:MS4A6A,Gene,MS4A6A,N/A,N/A
gene:MS4A6E,Gene,MS4A6E,N/A,N/A
gene:MS4A7,Gene,MS4A7,N/A,N/A
gene:MS4A8,Gene,MS4A8,N/A,N/A
gene:MSANTD1,Gene,MSANTD1,N/A,N/A
gene:MSANTD2,Gene,MSANTD2,N/A,N/A
gene:MSANTD3,Gene,MSANTD3,N/A,N/A
gene:MSANTD4,Gene,MSANTD4,N/A,N/A
gene:MSC,Gene,MSC,N/A,N/A
gene:MSGN1,Gene,MSGN1,N/A,N/A
gene:MSH2,Gene,MSH2,0.352148,0.374182
gene:MSH3,Gene,MSH3,N/A,0.995007
gene:MSH4,Gene,MSH4,N/A,N/A
gene:MSH5,Gene,MSH5,N/A,N/A
gene:MSH6,Gene,MSH6,N/A,0.995341
gene:MSI1,Gene,MSI1,N/A,N/A
gene:MSI2,Gene,MSI2,N/A,N/A
gene:MSL1,Gene,MSL1,N/A,N/A
gene:MSL2,Gene,MSL2,N/A,N/A
gene:MSL3,Gene,MSL3,N/A,0.995339
gene:MSL3P1,Gene,MSL3P1,N/A,N/A
gene:MSLN,Gene,MSLN,N/A,0.996103
gene:MSLNL,Gene,MSLNL,N/A,0.993921
gene:MSMB,Gene,MSMB,N/A,N/A
gene:MSMO1,Gene,MSMO1,N/A,N/A
gene:MSMP,Gene,MSMP,N/A,N/A
gene:MSN,Gene,MSN,N/A,N/A
gene:MSR1,Gene,MSR1,N/A,N/A
gene:MSRA,Gene,MSRA,N/A,N/A
gene:MSRB1,Gene,MSRB1,N/A,N/A
gene:MSRB2,Gene,MSRB2,N/A,N/A
gene:MSRB3,Gene,MSRB3,N/A,N/A
gene:MSS51,Gene,MSS51,N/A,N/A
gene:MST1,Gene,MST1,N/A,N/A
gene:MST1L,Gene,MST1L,N/A,0.99661
gene:MST1R,Gene,MST1R,N/A,0.995031
gene:MST4,Gene,MST4,N/A,N/A
gene:MSTN,Gene,MSTN,N/A,N/A
gene:MSTO1,Gene,MSTO1,N/A,N/A
gene:MSX1,Gene,MSX1,N/A,N/A
gene:MSX2,Gene,MSX2,N/A,N/A
gene:MT1A,Gene,MT1A,N/A,N/A
gene:MT1B,Gene,MT1B,N/A,N/A
gene:MT1E,Gene,MT1E,N/A,N/A
gene:MT1F,Gene,MT1F,N/A,N/A
gene:MT1G,Gene,MT1G,N/A,N/A
gene:MT1H,Gene,MT1H,N/A,N/A
gene:MT1HL1,Gene,MT1HL1,N/A,N/A
gene:MT1L,Gene,MT1L,N/A,N/A
gene:MT1M,Gene,MT1M,N/A,N/A
gene:MT1X,Gene,MT1X,N/A,N/A
gene:MT2A,Gene,MT2A,N/A,N/A
gene:MT3,Gene,MT3,N/A,N/A
gene:MT4,Gene,MT4,N/A,N/A
gene:MTA1,Gene,MTA1,0.482209,0.526301
gene:MTA2,Gene,MTA2,N/A,N/A
gene:MTA3,Gene,MTA3,N/A,N/A
gene:MTAP,Gene,MTAP,N/A,N/A
gene:MTBP,Gene,MTBP,N/A,0.994253
gene:MTCH1,Gene,MTCH1,N/A,N/A
gene:MTCH2,Gene,MTCH2,N/A,N/A
gene:MTCP1,Gene,MTCP1,N/A,N/A
gene:MTDH,Gene,MTDH,0.192499,0.196398
gene:MTERF,Gene,MTERF,N/A,N/A
gene:MTERFD1,Gene,MTERFD1,N/A,N/A
gene:MTERFD2,Gene,MTERFD2,N/A,N/A
gene:MTERFD3,Gene,MTERFD3,N/A,N/A
gene:MTF1,Gene,MTF1,N/A,N/A
gene:MTF2,Gene,MTF2,0.255855,0.168325
gene:MTFMT,Gene,MTFMT,N/A,N/A
gene:MTFP1,Gene,MTFP1,N/A,N/A
gene:MTFR1,Gene,MTFR1,N/A,N/A
gene:MTFR1L,Gene,MTFR1L,N/A,N/A
gene:MTFR2,Gene,MTFR2,N/A,N/A
gene:MTG1,Gene,MTG1,N/A,N/A
gene:MTG2,Gene,MTG2,N/A,N/A
gene:MTHFD1,Gene,MTHFD1,N/A,N/A
gene:MTHFD1L,Gene,MTHFD1L,0.33769,0.354911
gene:MTHFD2,Gene,MTHFD2,N/A,N/A
gene:MTHFD2L,Gene,MTHFD2L,N/A,N/A
gene:MTHFD2P1,Gene,MTHFD2P1,N/A,0.996448
gene:MTHFR,Gene,MTHFR,N/A,N/A
gene:MTHFS,Gene,MTHFS,N/A,N/A
gene:MTHFSD,Gene,MTHFSD,N/A,N/A
gene:MTIF2,Gene,MTIF2,N/A,N/A
gene:MTIF3,Gene,MTIF3,N/A,N/A
gene:MTL5,Gene,MTL5,N/A,N/A
gene:MTM1,Gene,MTM1,N/A,N/A
gene:MTMR1,Gene,MTMR1,N/A,0.994372
gene:MTMR10,Gene,MTMR10,N/A,N/A
gene:MTMR11,Gene,MTMR11,0.549654,0.54204
gene:MTMR12,Gene,MTMR12,2.85916e-08,0.993004
gene:MTMR14,Gene,MTMR14,N/A,N/A
gene:MTMR2,Gene,MTMR2,N/A,N/A
gene:MTMR3,Gene,MTMR3,N/A,0.995688
gene:MTMR4,Gene,MTMR4,N/A,0.947408
gene:MTMR6,Gene,MTMR6,N/A,N/A
gene:MTMR7,Gene,MTMR7,N/A,N/A
gene:MTMR8,Gene,MTMR8,N/A,N/A
gene:MTMR9,Gene,MTMR9,N/A,N/A
gene:MTMR9LP,Gene,MTMR9LP,N/A,N/A
gene:MTNR1A,Gene,MTNR1A,N/A,N/A
gene:MTNR1B,Gene,MTNR1B,0.987232,0.991254
gene:MTO1,Gene,MTO1,N/A,0.995534
gene:MTOR,Gene,MTOR,N/A,0.995312
gene:MTPAP,Gene,MTPAP,N/A,N/A
gene:MTPN,Gene,MTPN,N/A,N/A
gene:MTR,Gene,MTR,N/A,0.995611
gene:MTRF1,Gene,MTRF1,N/A,N/A
gene:MTRF1L,Gene,MTRF1L,N/A,N/A
gene:MTRNR2L1,Gene,MTRNR2L1,N/A,N/A
gene:MTRNR2L13,Gene,MTRNR2L13,N/A,N/A
gene:MTRNR2L6,Gene,MTRNR2L6,N/A,N/A
gene:MTRNR2L8,Gene,MTRNR2L8,N/A,N/A
gene:MTRR,Gene,MTRR,N/A,N/A
gene:MTSS1,Gene,MTSS1,N/A,N/A
gene:MTSS1L,Gene,MTSS1L,N/A,N/A
gene:MTTP,Gene,MTTP,0.141505,0.037212
gene:MTURN,Gene,MTURN,N/A,N/A
gene:MTUS1,Gene,MTUS1,N/A,0.994952
gene:MTUS2,Gene,MTUS2,N/A,0.99377
gene:MTX1,Gene,MTX1,N/A,N/A
gene:MTX2,Gene,MTX2,N/A,N/A
gene:MTX3,Gene,MTX3,N/A,N/A
gene:MUC1,Gene,MUC1,N/A,N/A
gene:MUC12,Gene,MUC12,N/A,N/A
gene:MUC13,Gene,MUC13,N/A,N/A
gene:MUC15,Gene,MUC15,N/A,N/A
gene:MUC16,Gene,MUC16,N/A,0.798831
gene:MUC17,Gene,MUC17,0.82654,0.862887
gene:MUC19,Gene,MUC19,N/A,N/A
gene:MUC2,Gene,MUC2,0.186944,0.140925
gene:MUC20,Gene,MUC20,N/A,N/A
gene:MUC21,Gene,MUC21,N/A,N/A
gene:MUC3A,Gene,MUC3A,N/A,N/A
gene:MUC4,Gene,MUC4,N/A,0.651484
gene:MUC5AC,Gene,MUC5AC,N/A,N/A
gene:MUC5B,Gene,MUC5B,N/A,0.783412
gene:MUC6,Gene,MUC6,N/A,0.994782
gene:MUC7,Gene,MUC7,N/A,N/A
gene:MUCL1,Gene,MUCL1,N/A,N/A
gene:MUL1,Gene,MUL1,N/A,N/A
gene:MUM1,Gene,MUM1,N/A,0.99527
gene:MUM1L1,Gene,MUM1L1,N/A,0.996519
gene:MURC,Gene,MURC,0.65717,0.727636
gene:MUS81,Gene,MUS81,N/A,N/A
gene:MUSK,Gene,MUSK,N/A,0.995665
gene:MUSTN1,Gene,MUSTN1,N/A,N/A
gene:MUT,Gene,MUT,N/A,0.99498
gene:MUTYH,Gene,MUTYH,N/A,N/A
gene:MVB12A,Gene,MVB12A,N/A,N/A
gene:MVB12B,Gene,MVB12B,N/A,N/A
gene:MVD,Gene,MVD,N/A,N/A
gene:MVK,Gene,MVK,N/A,0.995247
gene:MVP,Gene,MVP,N/A,N/A
gene:MX1,Gene,MX1,0.177933,0.175962
gene:MX2,Gene,MX2,N/A,0.995833
gene:MXD1,Gene,MXD1,N/A,N/A
gene:MXD3,Gene,MXD3,N/A,N/A
gene:MXD4,Gene,MXD4,N/A,N/A
gene:MXI1,Gene,MXI1,N/A,N/A
gene:MXRA5,Gene,MXRA5,0.392179,0.282627
gene:MXRA7,Gene,MXRA7,N/A,N/A
gene:MXRA8,Gene,MXRA8,N/A,0.996512
gene:MYADM,Gene,MYADM,N/A,N/A
gene:MYADML2,Gene,MYADML2,N/A,N/A
gene:MYB,Gene,MYB,N/A,N/A
gene:MYBBP1A,Gene,MYBBP1A,N/A,0.995699
gene:MYBL1,Gene,MYBL1,N/A,0.994879
gene:MYBL2,Gene,MYBL2,0.407581,0.456912
gene:MYBPC1,Gene,MYBPC1,N/A,0.996152
gene:MYBPC2,Gene,MYBPC2,N/A,0.994285
gene:MYBPC3,Gene,MYBPC3,N/A,0.67748
gene:MYBPH,Gene,MYBPH,0.100362,0.0575034
gene:MYBPHL,Gene,MYBPHL,N/A,N/A
gene:MYC,Gene,MYC,6.6525e-08,0.99561
gene:MYCBP,Gene,MYCBP,N/A,N/A
gene:MYCBP2,Gene,MYCBP2,N/A,0.832844
gene:MYCBPAP,Gene,MYCBPAP,N/A,0.9951
gene:MYCL,Gene,MYCL,N/A,N/A
gene:MYCN,Gene,MYCN,N/A,N/A
gene:MYCT1,Gene,MYCT1,0.0391748,0.026612
gene:MYD88,Gene,MYD88,N/A,N/A
gene:MYEF2,Gene,MYEF2,N/A,0.995031
gene:MYEOV,Gene,MYEOV,N/A,N/A
gene:MYEOV2,Gene,MYEOV2,N/A,N/A
gene:MYF5,Gene,MYF5,N/A,N/A
gene:MYF6,Gene,MYF6,N/A,N/A
gene:MYH1,Gene,MYH1,0.428147,0.447591
gene:MYH10,Gene,MYH10,0.730242,0.794254
gene:MYH11,Gene,MYH11,N/A,0.996001
gene:MYH13,Gene,MYH13,N/A,0.990245
gene:MYH14,Gene,MYH14,N/A,0.632192
gene:MYH15,Gene,MYH15,N/A,0.995704
gene:MYH2,Gene,MYH2,N/A,0.937454
gene:MYH3,Gene,MYH3,N/A,0.994076
gene:MYH4,Gene,MYH4,0.172102,0.073094
gene:MYH6,Gene,MYH6,0.22342,0.157737
gene:MYH7,Gene,MYH7,0.697899,0.746351
gene:MYH7B,Gene,MYH7B,N/A,0.434739
gene:MYH8,Gene,MYH8,N/A,0.995154
gene:MYH9,Gene,MYH9,N/A,0.994217
gene:MYL1,Gene,MYL1,N/A,N/A
gene:MYL10,Gene,MYL10,N/A,N/A
gene:MYL12A,Gene,MYL12A,N/A,N/A
gene:MYL12B,Gene,MYL12B,N/A,N/A
gene:MYL2,Gene,MYL2,N/A,N/A
gene:MYL3,Gene,MYL3,N/A,N/A
gene:MYL4,Gene,MYL4,N/A,N/A
gene:MYL5,Gene,MYL5,N/A,N/A
gene:MYL6,Gene,MYL6,N/A,N/A
gene:MYL6B,Gene,MYL6B,N/A,N/A
gene:MYL7,Gene,MYL7,N/A,N/A
gene:MYL9,Gene,MYL9,N/A,N/A
gene:MYLIP,Gene,MYLIP,N/A,N/A
gene:MYLK,Gene,MYLK,N/A,0.99431
gene:MYLK2,Gene,MYLK2,N/A,N/A
gene:MYLK3,Gene,MYLK3,N/A,0.994267
gene:MYLK4,Gene,MYLK4,N/A,N/A
gene:MYLPF,Gene,MYLPF,N/A,N/A
gene:MYNN,Gene,MYNN,N/A,N/A
gene:MYO10,Gene,MYO10,0.415009,0.444928
gene:MYO15A,Gene,MYO15A,N/A,0.994262
gene:MYO15B,Gene,MYO15B,N/A,N/A
gene:MYO16,Gene,MYO16,N/A,0.902768
gene:MYO18A,Gene,MYO18A,0.916863,0.938566
gene:MYO18B,Gene,MYO18B,N/A,0.995245
gene:MYO19,Gene,MYO19,N/A,0.995564
gene:MYO1A,Gene,MYO1A,0.198951,0.180957
gene:MYO1B,Gene,MYO1B,N/A,N/A
gene:MYO1C,Gene,MYO1C,N/A,0.994872
gene:MYO1D,Gene,MYO1D,N/A,0.99431
gene:MYO1E,Gene,MYO1E,N/A,0.99588
gene:MYO1F,Gene,MYO1F,0.250099,0.22397
gene:MYO1G,Gene,MYO1G,N/A,0.994791
gene:MYO1H,Gene,MYO1H,N/A,0.995365
gene:MYO3A,Gene,MYO3A,0.150728,0.034541
gene:MYO3B,Gene,MYO3B,N/A,0.299683
gene:MYO5A,Gene,MYO5A,N/A,0.933658
gene:MYO5B,Gene,MYO5B,0.188343,0.0513371
gene:MYO5C,Gene,MYO5C,N/A,0.993593
gene:MYO6,Gene,MYO6,N/A,0.994841
gene:MYO7A,Gene,MYO7A,0.434377,0.45602
gene:MYO7B,Gene,MYO7B,0.357078,0.21314
gene:MYO9A,Gene,MYO9A,0.403384,0.296739
gene:MYO9B,Gene,MYO9B,N/A,0.99441
gene:MYOC,Gene,MYOC,N/A,N/A
gene:MYOCD,Gene,MYOCD,0.594515,0.657036
gene:MYOD1,Gene,MYOD1,N/A,N/A
gene:MYOF,Gene,MYOF,N/A,0.994967
gene:MYOG,Gene,MYOG,N/A,N/A
gene:MYOM1,Gene,MYOM1,N/A,0.994661
gene:MYOM2,Gene,MYOM2,0.299686,0.185583
gene:MYOM3,Gene,MYOM3,0.238432,0.237133
gene:MYOT,Gene,MYOT,N/A,N/A
gene:MYOZ1,Gene,MYOZ1,N/A,N/A
gene:MYOZ2,Gene,MYOZ2,N/A,N/A
gene:MYOZ3,Gene,MYOZ3,N/A,N/A
gene:MYPN,Gene,MYPN,N/A,0.995412
gene:MYPOP,Gene,MYPOP,N/A,N/A
gene:MYRF,Gene,MYRF,N/A,0.996113
gene:MYRFL,Gene,MYRFL,N/A,N/A
gene:MYRIP,Gene,MYRIP,N/A,0.994906
gene:MYSM1,Gene,MYSM1,N/A,N/A
gene:MYT1,Gene,MYT1,0.613842,0.67067
gene:MYT1L,Gene,MYT1L,N/A,0.995038
gene:MYZAP,Gene,MYZAP,N/A,N/A
gene:MZB1,Gene,MZB1,N/A,N/A
gene:MZF1,Gene,MZF1,N/A,0.99556
gene:MZT1,Gene,MZT1,N/A,N/A
gene:MZT2A,Gene,MZT2A,N/A,N/A
gene:MZT2B,Gene,MZT2B,N/A,N/A
gene:N4BP1,Gene,N4BP1,N/A,0.995752
gene:N4BP2,Gene,N4BP2,0.710018,0.769808
gene:N4BP2L1,Gene,N4BP2L1,N/A,N/A
gene:N4BP2L2,Gene,N4BP2L2,0.162116,0.0645432
gene:N4BP3,Gene,N4BP3,N/A,N/A
gene:N6AMT1,Gene,N6AMT1,N/A,N/A
gene:N6AMT2,Gene,N6AMT2,N/A,N/A
gene:NAA10,Gene,NAA10,N/A,N/A
gene:NAA11,Gene,NAA11,N/A,N/A
gene:NAA15,Gene,NAA15,0.517762,0.604787
gene:NAA16,Gene,NAA16,N/A,0.994297
gene:NAA20,Gene,NAA20,N/A,N/A
gene:NAA25,Gene,NAA25,0.42319,0.475444
gene:NAA30,Gene,NAA30,N/A,N/A
gene:NAA35,Gene,NAA35,N/A,N/A
gene:NAA38,Gene,NAA38,N/A,N/A
gene:NAA40,Gene,NAA40,N/A,N/A
gene:NAA50,Gene,NAA50,N/A,N/A
gene:NAA60,Gene,NAA60,N/A,N/A
gene:NAAA,Gene,NAAA,N/A,N/A
gene:NAALAD2,Gene,NAALAD2,0.365278,0.38142
gene:NAALADL1,Gene,NAALADL1,N/A,0.995345
gene:NAALADL2,Gene,NAALADL2,0.860263,0.999986
gene:NAB1,Gene,NAB1,N/A,N/A
gene:NAB2,Gene,NAB2,N/A,N/A
gene:NABP1,Gene,NABP1,N/A,N/A
gene:NABP2,Gene,NABP2,N/A,N/A
gene:NACA,Gene,NACA,0.124299,0.0758017
gene:NACA2,Gene,NACA2,N/A,N/A
gene:NACAD,Gene,NACAD,0.484005,0.459633
gene:NACAP1,Gene,NACAP1,N/A,N/A
gene:NACC1,Gene,NACC1,N/A,N/A
gene:NACC2,Gene,NACC2,N/A,N/A
gene:NADK,Gene,NADK,N/A,N/A
gene:NADK2,Gene,NADK2,N/A,N/A
gene:NADSYN1,Gene,NADSYN1,N/A,0.994365
gene:NAE1,Gene,NAE1,N/A,N/A
gene:NAF1,Gene,NAF1,N/A,N/A
gene:NAGA,Gene,NAGA,N/A,N/A
gene:NAGK,Gene,NAGK,0.576729,0.665489
gene:NAGLU,Gene,NAGLU,N/A,N/A
gene:NAGPA,Gene,NAGPA,N/A,0.99525
gene:NAGS,Gene,NAGS,N/A,N/A
gene:NAIF1,Gene,NAIF1,N/A,N/A
gene:NAIP,Gene,NAIP,N/A,N/A
gene:NALCN,Gene,NALCN,N/A,0.969866
gene:NAMPT,Gene,NAMPT,N/A,N/A
gene:NANOG,Gene,NANOG,N/A,N/A
gene:NANOGNB,Gene,NANOGNB,N/A,N/A
gene:NANOGP1,Gene,NANOGP1,N/A,N/A
gene:NANOS1,Gene,NANOS1,N/A,N/A
gene:NANOS2,Gene,NANOS2,N/A,N/A
gene:NANOS3,Gene,NANOS3,N/A,N/A
gene:NANP,Gene,NANP,N/A,N/A
gene:NANS,Gene,NANS,N/A,N/A
gene:NAP1L1,Gene,NAP1L1,N/A,N/A
gene:NAP1L2,Gene,NAP1L2,0.0463114,0.0348635
gene:NAP1L3,Gene,NAP1L3,N/A,0.994997
gene:NAP1L4,Gene,NAP1L4,N/A,N/A
gene:NAP1L5,Gene,NAP1L5,N/A,N/A
gene:NAP1L6,Gene,NAP1L6,N/A,N/A
gene:NAPA,Gene,NAPA,N/A,N/A
gene:NAPB,Gene,NAPB,N/A,N/A
gene:NAPEPLD,Gene,NAPEPLD,0.893623,0.999983
gene:NAPG,Gene,NAPG,N/A,N/A
gene:NAPRT1,Gene,NAPRT1,N/A,N/A
gene:NAPSA,Gene,NAPSA,N/A,N/A
gene:NAPSB,Gene,NAPSB,N/A,N/A
gene:NARF,Gene,NARF,N/A,N/A
