"Gene","Clinically_Sig"
"ZNF709",0
"FBXW9",0
"HOOK2",0
"PRDX2",0
"RNASEH2A",0
"DNASE2",0
"RAD23A",0
"MUM1",0
"NDUFS7",1
"C19orf57",0
"DCAF15",0
"IL27RA",0
"GIPC1",0
"DNAJB1",0
"NDUFB7",0
"REEP6",0
"CIB3",0
"CTC.429P9.4",0
"NR2F6",0
"ANKLE1",0
"GTPBP3",0
"PLVAP",0
"NXNL1",0
"PGLS",0
"COLGALT1",0
"FCHO1",1
"CCDC124",0
"KCNN1",0
"PIK3R2",1
"CRTC1",0
"CERS1",0
"SUGP2",0
"ARMC6",0
"TM6SF2",0
"GATAD2A",0
"ATP13A1",0
"ZNF14",0
"BTBD2",0
"ZNF93",0
"ZNF682",0
"ZNF90",0
"ZNF708",0
"JSRP1",0
"TMPRSS9",0
"ZNF57",0
"PLEKHF1",0
"TLE2",0
"GNA11",1
"GNA15",0
"CELF5",0
"CEP89",0
"WDR88",0
"PDCD2L",0
"ZNF302",0
"ZNF30",0
"GRAMD1A",0
"FXYD3",0
"FAM187B",0
"LSR",0
"GIPC3",1
"FFAR2",0
"DMKN",0
"HAUS5",0
"KIRREL2",0
"ZNF146",0
"ZNF566",0
"ZNF850",0
"ZNF568",0
"MRPL54",0
"ZNF573",0
"SIPA1L3",1
"SPINT2",1
"GGN",0
"RASGRP4",0
"EIF3K",0
"ACTN4",0
"CAPN12",0
"LGALS4",0
"NFKBIB",0
"DAPK3",0
"IFNL2",0
"SAMD4B",0
"PAF1",0
"ZBTB7A",1
"SERTAD1",0
"MAP2K2",1
"MIA",0
"CYP2B7P",0
"TMEM91",0
"BCKDHA",1
"ARHGEF1",0
"CEACAM8",0
"TEX101",0
"ETHE1",0
"SRRM5",0
"SMG9",0
"ZNF230",0
"CTC.512J12.6",0
"PVR",0
"CEACAM16",0
"CBLC",0
"PVRL2",0
"LRG1",0
"APOE",0
"RELB",0
"CLASRP",0
"PPM1N",0
"OPA3",0
"GIPR",0
"QPCTL",0
"SIX5",0
"DMPK",0
"IRF2BP1",0
"IGFL4",0
"IGFL1",0
"ZC3H4",0
"CCDC9",0
"EHD2",0
"SULT2A1",0
"PLIN3",0
"CCDC114",1
"EMP3",0
"SYNGR4",0
"CYTH2",0
"ARRDC5",0
"FUT2",0
"FUT1",0
"TULP2",0
"DHDH",0
"SCAF1",0
"TSKS",0
"PNKP",0
"ZNF473",0
"NAPSB",0
"NR1H2",0
"ASPDH",0
"KLK4",0
"KDM4B",0
"KLK5",0
"KLK9",0
"KLK10",0
"KLK11",0
"LIM2",0
"ZNF175",0
"ZNF613",0
"PPP2R1A",1
"ZNF880",0
"ZNF528",0
"ZNF808",0
"ZNF701",0
"ZNF888",0
"MIR519C",0
"MIR516A2",0
"CACNG7",0
"ZNRF4",0
"NDUFA3",0
"TSEN34",0
"FCAR",0
"RDH13",0
"SUV420H2",0
"TMEM190",0
"FIZ1",0
"U2AF2",0
"NLRP9",0
"ZFP28",0
"ZNF264",0
"ZNF805",0
"ZNF548",0
"ZNF749",0
"VN1R1",0
"ZNF772",0
"ZNF549",0
"ZNF551",0
"AC003006.7",0
"ZNF776",0
"FUT6",0
"ZNF814",0
"C19orf18",0
"ZSCAN18",0
"ZNF497",0
"CHMP2A",0
"MZF1",0
"HCN2",0
"MLLT1",0
"SLC25A41",0
"SLC25A23",0
"DENND1C",0
"RNF126",0
"TRIP10",0
"INSR",1
"C19orf59",0
"TRAPPC5",0
"CLEC4G",0
"MAP2K7",0
"KANK3",0
"ZNF414",0
"ZNF558",0
"R3HDM4",0
"ZNF699",1
"ZNF560",0
"ARID3A",0
"ZNF121",0
"ZNF561",0
"AGL",1
"SLC30A7",0
"FAM102B",0
"WDR47",0
"TAF13",0
"SORT1",0
"SYPL2",0
"AMIGO1",0
"GPR61",0
"GSTM3",0
"STRIP1",0
"KCNA10",0
"DENND2D",0
"CHI3L2",0
"C1orf162",0
"CAPZA1",0
"SLC16A1",1
"LRIG2",0
"TNFRSF18",0
"RSBN1",0
"DCLRE1B",0
"TRIM33",0
"SIKE1",0
"TSHB",1
"VANGL1",0
"TRIM45",0
"VTCN1",0
"GDAP2",0
"WDR3",0
"HSD3B2",1
"PHGDH",1
"HMGCS2",1
"TNFRSF8",0
"SCNN1D",0
"PUSL1",0
"DVL1",0
"PRAMEF11",0
"AURKAIP1",0
"CCNL2",0
"MRPL20",0
"NBPF9",0
"RP11.458D21.5",0
"PEX11B",0
"NBPF11",0
"NBPF12",0
"BCL9",0
"SSU72",0
"NBPF20",0
"PLEKHO1",0
"C1orf54",0
"PRPF3",0
"RPRD2",0
"CTSS",0
"CERS2",0
"ANXA9",0
"PRUNE",1
"C1orf56",0
"PI4KB",0
"SELENBP1",1
"PSMB4",0
"CGN",0
"SNX27",1
"MRPL9",0
"THEM5",0
"S100A10",0
"LCE2D",0
"SPRR3",0
"S100A8",0
"S100A7",0
"S100A4",0
"S100A3",0
"ILF2",0
"C1orf43",0
"PYGO2",0
"DCST1",0
"EFNA3",0
"HCN3",0
"PKLR",1
"TMEM51",0
"MSTO1",1
"YY1AP1",0
"GON4L",0
"MEX3A",0
"SLC25A44",0
"MEF2D",0
"LRRC71",0
"CDK11B",0
"FCRL6",0
"VSIG8",0
"RSC1A1",0
"KCNJ10",1
"COPA",0
"SLAMF6",0
"SLC25A34",0
"CD244",0
"USF1",0
"USP21",0
"FCER1G",0
"APOA2",0
"C1orf192",0
"HSPA6",0
"FCGR2B",0
"C1orf110",0
"CLCNKB",1
"ARHGEF19",0
"MGST3",0
"FAM78B",0
"FBXO42",0
"MAEL",1
"TBX19",1
"NBPF1",0
"SCYL3",0
"TNFSF18",0
"TNFSF4",0
"DARS2",1
"ZBTB37",0
"RCC2",0
"RASAL2",0
"XPR1",0
"MR1",0
"SHCBP1L",0
"SMG7",0
"C1orf21",0
"FAM129A",0
"TRMT1L",0
"C1orf27",0
"ALDH4A1",0
"RGS2",0
"UCHL5",0
"B3GALT2",0
"GABRD",0
"CFHR2",0
"ZBTB41",0
"C1orf106",0
"TNNI1",0
"NAV1",0
"IPO9",0
"RABIF",0
"KLHL12",0
"ADORA1",0
"LINC00303",0
"ETNK2",0
"REN",1
"PLA2G2F",0
"UBXN10",0
"LEMD1",0
"CDK18",0
"C1orf186",0
"CTSE",0
"SRGAP2",0
"RASSF5",0
"PFKFB2",0
"PINK1",1
"DDOST",0
"RCOR3",0
"TRAF5",0
"INTS7",0
"DTL",0
"TMEM206",0
"RPS6KC1",1
"BROX",0
"TLR5",0
"CAPN2",0
"TP53BP2",0
"WNT4",1
"ENAH",0
"LEFTY1",0
"LIN9",0
"ZNF678",0
"WNT9A",0
"TRIM11",0
"ABCB10",0
"C1QB",1
"PGBD5",0
"GNPAT",0
"EXOC8",0
"SPRTN",0
"RER1",0
"KDM1A",0
"PEX10",0
"B3GALNT2",1
"NID1",0
"EDARADD",1
"ASAP3",0
"MDS2",0
"RPL11",0
"HMGCL",1
"PANK4",0
"IL22RA1",0
"TFB2M",0
"ZNF695",0
"ZNF670",0
"GCSAML",0
"NIPAL3",0
"SH3BP5L",0
"TNFRSF14",0
"SRRM1",0
"RUNX3",0
"RHCE",0
"AUNIP",0
"STMN1",0
"PDIK1L",0
"UBXN11",0
"ZDHHC18",0
"GPATCH3",0
"C1orf172",0
"SLC9A1",0
"MAP3K6",0
"WASF2",0
"XKR8",0
"EYA3",0
"PTAFR",0
"ATPIF1",0
"SESN2",0
"MED18",0
"PHACTR4",0
"YTHDF2",0
"PRDM16",0
"SERINC2",0
"SPOCD1",0
"EIF3I",0
"LCK",1
"HDAC1",0
"ZBTB8A",0
"ZBTB8OS",0
"YARS",0
"RNF19B",0
"ADC",0
"GJB5",0
"GJA4",0
"ZMYM4",0
"KIAA0319L",0
"TP73.AS1",0
"EVA1B",0
"STK40",0
"CDCA8",0
"INPP5B",1
"SF3A3",0
"UTP11L",0
"PPIEL",0
"HEYL",0
"BMP8B",0
"TRIT1",1
"MFSD2A",0
"RLF",0
"SMAP2",0
"ZFP69",0
"EXO5",0
"GUCA2B",0
"ZNF691",0
"C1orf210",0
"HYI",0
"ST3GAL3",0
"KLF17",0
"BEST4",0
"PLK3",0
"UROD",1
"NASP",0
"DMBX1",0
"MOB3C",0
"CYP4A22",0
"STIL",0
"FAF1",0
"TTC39A",0
"EPS15",0
"NRD1",0
"KTI12",0
"ZFYVE9",0
"ORC1",1
"COA7",1
"ECHDC2",0
"TMEM59",0
"PARS2",0
"TACSTD2",1
"C1orf87",0
"USP1",0
"ATG4C",0
"ROR1",0
"UBE2U",0
"CACHD1",0
"TNFRSF25",0
"ZBTB48",0
"SLC35D1",0
"IL23R",0
"SERBP1",0
"DIRAS3",0
"WLS",1
"CRYZ",0
"ST6GALNAC5",0
"FUBP1",0
"PARK7",1
"SSX2IP",0
"DDAH1",0
"ZNHIT6",0
"ODF2L",0
"SEP15",0
"HS2ST1",0
"SAMD11",0
"GTF2B",0
"GBP2",0
"LRRC8D",0
"GPR157",0
"TGFBR3",0
"MTF2",0
"SLC44A3",0
"ANKEF1",0
"SLX4IP",0
"FKBP1A",0
"NDUFAF5",1
"NSFL1C",0
"FLRT3",0
"RP4.576H24.4",0
"SNRPB2",0
"RRBP1",0
"OVOL2",0
"DZANK1",0
"SEC23B",1
"RIN2",1
"RP4.777D9.2",0
"XRN2",0
"PAX1",0
"CSTL1",0
"CST3",0
"GGTLC1",0
"APMAP",0
"ABHD12",1
"GINS1",0
"NANP",0
"PCED1A",0
"DEFB116",0
"DEFB119",0
"ID1",0
"GNRH2",0
"UBOX5",0
"COMMD7",0
"BPIFB6",0
"BPIFB1",0
"SNTA1",0
"EIF2S2",0
"AHCY",1
"NRSN2",0
"PROCR",0
"GDF5",1
"RBM39",0
"EPB41L1",0
"AAR2",0
"NDRG3",0
"SAMHD1",1
"SRC",0
"TRIB3",0
"ACTR5",0
"SPEF1",0
"DHX35",0
"SMOX",0
"SGK2",1
"TBC1D20",1
"TTPAL",0
"SERINC3",0
"KCNK15",0
"YWHAB",0
"WFDC12",0
"SEMG2",0
"SYS1",0
"WFDC10B",0
"WFDC3",0
"ACOT8",0
"NEURL2",0
"CTSA",1
"PLTP",0
"PCIF1",0
"SLC13A3",1
"ZMYND8",1
"CSNK2A1",1
"CBLN4",0
"FAM210B",0
"GPCPD1",0
"SPO11",0
"RAE1",0
"C20orf85",0
"VAPB",0
"APCDD1L",0
"NELFCD",0
"SYCP2",0
"MIR646",0
"LRRN4",0
"NTSR1",0
"SRMS",0
"TNFRSF6B",0
"TPD52L2",0
"SCRT2",0
"ANKRD20A11P",0
"BTG3",0
"CYYR1",0
"USP16",0
"GART",0
"DONSON",1
"CRYZL1",0
"CHAF1B",0
"CLDN14",1
"HLCS",1
"DSCR3",0
"KCNJ6",0
"DSCR10",0
"PSMG1",0
"BRWD1",1
"HMGN1",0
"WRB",0
"PCP4",0
"BACE2",0
"MX1",0
"RSPH1",0
"SLC37A1",0
"PDE9A",0
"U2AF1",1
"C21orf33",0
"C21orf2",0
"KRTAP10.7",0
"KRTAP10.8",0
"KRTAP12.3",0
"FTCD",1
"C21orf58",0
"S100B",0
"OR11H1",0
"GAB4",0
"CECR6",0
"CECR2",0
"TUBA8",0
"DGCR2",0
"UFD1L",0
"CDC45",0
"COMT",0
"RIMBP3",0
"SCARF2",0
"SNAP29",1
"P2RX6",0
"UBE2L3",0
"PPM1F",0
"IGLV4.60",0
"IGLV3.25",0
"IGLV3.19",0
"BCR",0
"IGLL1",0
"GUSBP11",0
"ZNF70",0
"C22orf15",0
"AP000350.10",0
"GSTT2B",0
"SUSD2",0
"CRYBB3",0
"ASPHD2",0
"EMID1",0
"AP1B1",0
"RFPL1",0
"HORMAD2",0
"GATSL3",0
"CCDC157",0
"SEC14L4",0
"SELM",0
"C22orf24",0
"YWHAH",0
"APOL6",0
"RBFOX2",0
"APOL2",0
"EIF3D",0
"TEX33",0
"SSTR3",0
"RAC2",0
"LGALS1",0
"GCAT",0
"SLC16A8",0
"PLA2G6",1
"KCNJ4",0
"CBY1",0
"TOMM22",0
"CBX6",0
"APOBEC3F",0
"APOBEC3G",0
"TNRC6B",1
"MCHR1",0
"XPNPEP3",1
"SEPT3",0
"SMDT1",0
"SERHL",0
"A4GALT",0
"ARFGAP3",0
"BIK",0
"PARVB",0
"PHF21B",0
"FAM118A",0
"SMC1B",0
"CDPF1",0
"TRMU",1
"PANX2",0
"DENND6B",0
"TYMP",1
"LONRF2",0
"CHST10",0
"NMS",0
"RPL31",0
"KLF11",0
"MAP4K4",1
"IL1RL2",0
"MRPS9",0
"ODC1",0
"FHL2",0
"SULT1C4",0
"CCDC138",0
"ANAPC1",0
"ZC3H8",0
"RGPD8",0
"SLC20A1",0
"IL36A",0
"PAX8",1
"CBWD2",0
"ACTR3",0
"LPIN1",1
"STEAP3",0
"SCTR",0
"EPB41L5",0
"RALB",0
"INHBB",0
"TFCP2L1",0
"TSN",0
"CYP27C1",0
"ERCC3",0
"PROC",1
"PLEKHB2",0
"ACMSD",0
"RAB3GAP1",1
"R3HDM1",0
"UBXN4",0
"SPOPL",0
"RBM43",0
"FMNL2",0
"ERMN",0
"ACVR1C",0
"ACVR1",1
"WDSUB1",0
"MARCH7",0
"FIGN",0
"SPC25",0
"DHRS9",0
"METTL5",1
"MYO3B",0
"SP5",0
"METAP1D",0
"DLX1",0
"ITGA6",0
"DFNB59",1
"PLEKHA3",0
"ZNF385B",0
"CERKL",1
"DUSP19",0
"ITGAV",0
"NT5C1B",0
"NAB1",0
"OSR1",0
"STK17B",0
"HSPD1",0
"C2orf69",0
"MATN3",0
"TRAK2",0
"ALS2CR11",0
"TMEM237",1
"ALS2",1
"BMPR2",1
"ICA1L",0
"CARF",0
"RAPH1",0
"PUM2",0
"CPO",0
"CCNYL1",0
"GDF7",0
"SMARCAL1",1
"CXCR2P1",0
"USP37",0
"PLCD4",0
"CYP27A1",1
"CDK5R2",0
"CNPPD1",0
"ZFAND2B",0
"DNPEP",0
"FARSB",0
"ACSL3",0
"TM4SF20",0
"SLC19A3",1
"DAW1",1
"SH3YL1",0
"SP100",0
"CAB39",0
"NCL",0
"C2orf57",0
"PDE6D",0
"COPS7B",0
"GIGYF2",0
"ATG16L1",0
"UGT1A10",1
"COPS8",0
"ESPNL",0
"RNPEPL1",0
"PASK",0
"SEPT2",0
"MFSD2B",0
"DTYMK",1
"PTRHD1",0
"DTNB",0
"RAB10",0
"KCNK3",1
"DPYSL5",1
"ATRAID",0
"DNAJC5G",0
"TRIM54",0
"CCDC121",0
"MRPL33",0
"FOSL2",0
"FAM179A",0
"NLRC4",1
"FAM98A",0
"HEATR5B",1
"EIF2AK2",0
"SULT6B1",0
"RMDN2",0
"CYP1B1",1
"GALM",0
"SRSF7",0
"GEMIN6",0
"HAAO",0
"SRBD1",0
"PRKCE",1
"EPAS1",0
"FBXO11",1
"FOXN2",0
"PPP1R21",1
"ASB3",0
"RTN4",0
"SMEK2",0
"EFEMP1",1
"VRK2",0
"PEX13",1
"UGP2",0
"VPS54",0
"SLC1A4",0
"CNRIP1",0
"ANTXR1",0
"ANXA4",0
"FIGLA",0
"NAGK",0
"EXOC6B",0
"FBXO41",0
"NAT8",0
"TPRKB",0
"WDR54",0
"PCGF1",0
"DOK1",0
"SEMA4F",0
"TACR1",0
"EVA1A",0
"RETSAT",0
"SH2D6",0
"TMEM150A",0
"USP39",0
"PTCD3",0
"IMMT",0
"MRPL35",0
"RGPD1",0
"EIF2AK3",1
"IGKV1.12",0
"ZNF514",0
"ZNF2",0
"CPSF3",0
"KCNIP3",0
"AC008268.2",0
"GPAT2",0
"KANSL3",0
"LMAN2L",0
"FAHD2B",0
"ANKRD36",0
"TSGA10",0
"LYG1",0
"LNP1",0
"GPR128",0
"TRMT10C",0
"PCNP",0
"FANCD2OS",0
"NXPE3",0
"PLCXD2",0
"HRH1",0
"ATP6V1A",1
"VGLL4",0
"IGSF11",0
"B4GALT4",0
"POGLUT1",1
"POPDC2",0
"GSK3B",1
"GTF2E1",0
"IQCB1",1
"SLC15A2",0
"ILDR1",1
"CSTA",1
"MUC13",0
"ZNF148",0
"OSBPL11",0
"SLC41A3",0
"KBTBD12",0
"DNAJB8",0
"GATA2",1
"RPN1",0
"RAB7A",1
"CAND2",0
"RPL32",0
"GP9",0
"HMCES",0
"H1FX",0
"MBD4",0
"RHO",1
"NPHP3",1
"RYK",0
"MSL2",1
"SLC35G2",0
"A4GNT",0
"DBR1",0
"FAIM",0
"PRR23A",0
"MRPS22",0
"SLC25A36",0
"PAQR9",0
"U2SURP",0
"TM4SF1",0
"RNF13",0
"TSC22D2",0
"EIF2A",0
"FAM194A",0
"SIAH2",0
"P2RY14",0
"GPR87",0
"DHX36",0
"HACL1",0
"TIPARP",0
"ANKRD28",0
"GFM1",1
"LXN",0
"SMC4",0
"RFTN1",0
"MIR551B",0
"RP11.379K17.4",0
"PHC3",0
"SKIL",0
"PLCL2",0
"GHSR",0
"TNFSF10",0
"GNB4",0
"MRPL47",0
"TTC14",0
"FXR1",0
"DCUN1D1",0
"MCCC1",1
"PARL",0
"HTR3D",0
"AP2M1",0
"PSMD2",0
"THPO",1
"MAGEF1",0
"EHHADH",0
"MAP3K13",0
"SENP2",0
"C3orf65",0
"TRA2B",0
"HRG",0
"TPRG1",0
"CLDN16",1
"HRASLS",0
"HES1",0
"LSG1",0
"PPP1R2",0
"FYTTD1",0
"RPL35A",1
"LMLN",0
"UBE2E2",0
"NEK10",0
"ZCWPW2",0
"IL5RA",0
"TRNT1",0
"CRBN",0
"GLB1",1
"ITGA9",0
"DLEC1",0
"LRRN1",0
"MYRIP",0
"ENTPD3",0
"TRAK1",1
"LYZL4",0
"HHATL",0
"POMGNT2",0
"SNRK",0
"ANO10",1
"TCAIM",0
"ZNF35",0
"ZNF502",0
"CDCP1",0
"LZTFL1",1
"CXCR6",0
"CCRL2",0
"ALS2CL",0
"SMARCC1",0
"ZNF589",0
"PLXNB1",0
"UQCRC1",0
"NCKIPSD",0
"DALRD3",0
"QRICH1",1
"QARS",1
"RHOA",1
"AMT",1
"MON1A",0
"CACNA2D2",0
"GLYCTK",0
"PHF7",0
"EDEM1",0
"TNNC1",0
"NT5DC2",0
"GLT8D1",0
"ITIH1",0
"DCP1A",0
"ACTR8",0
"IL17RD",1
"ARF4",0
"SLMAP",0
"DNASE1L3",1
"RPP14",0
"PDHB",1
"ATXN7",0
"KBTBD8",0
"UBA3",0
"FRMD4B",0
"MITF",1
"GXYLT2",0
"OXTR",0
"THUMPD3",0
"CRYBG3",0
"OR5H1",0
"OR5H14",0
"TTLL3",0
"CMSS1",0
"H2AFZ",0
"DDIT4L",0
"NFKB1",1
"INTS12",0
"SGMS2",1
"PLA2G12A",0
"GAR1",0
"UGT8",0
"PDE5A",0
"NDNF",0
"CTBP1",0
"ANXA5",0
"IL21",0
"NUDT6",0
"MFSD8",1
"C4orf33",0
"MAEA",0
"UVSSA",0
"SCOC",0
"ELMOD2",0
"RNF150",0
"ZNF330",0
"SMARCA5",1
"ANAPC10",0
"ABCE1",0
"SLC10A7",0
"EDNRA",0
"ARHGAP10",0
"DCLK2",0
"TMEM154",0
"TIGD4",0
"MND1",0
"CC2D2A",1
"MAP9",0
"GLRB",1
"FAM198B",0
"ETFDH",1
"TAPT1",0
"TRIM61",0
"TRIM60",0
"DDX60",0
"CLCN3",0
"GALNT7",0
"CLRN2",0
"HPGD",1
"LINC01098",0
"LETM1",0
"DCTD",0
"CDKN2AIP",0
"ING2",0
"RWDD4",0
"CCDC110",0
"RBPJ",0
"ZNF732",0
"FAM193A",0
"SH3BP2",1
"RELL1",0
"RFC1",1
"FAM86EP",0
"RP11.333E13.4",0
"RHOH",0
"DCAF4L1",0
"SHISA3",0
"LYAR",0
"COX7B2",0
"SLAIN2",0
"MSX1",1
"OCIAD1",0
"DCUN1D4",0
"SNORA26",0
"C4orf6",0
"STAP1",0
"CCDC96",0
"TADA2B",0
"SMR3A",0
"GRSF1",0
"MOB1B",0
"EPGN",0
"PCGF3",0
"G3BP2",0
"USO1",0
"FAM47E.STBD1",0
"CCNI",0
"CXCL13",0
"PAQR3",0
"COPS4",0
"PLAC8",0
"AGPAT9",0
"NKX6.1",0
"CDS1",0
"ARHGAP24",0
"SPP1",0
"PPM1K",0
"PIGY",0
"TIGD2",0
"HPGDS",0
"SLC26A1",0
"EIF4E",0
"SLC2A9",1
"MAN2A1",0
"SLC25A46",1
"EPB41L4A",0
"REEP5",0
"DCP2",0
"TSSK1B",0
"YTHDC2",0
"KCNN2",0
"TRIM36",0
"SRFBP1",0
"SNCAIP",0
"GRAMD3",0
"MARCH3",0
"CTC.432M15.3",0
"IL4",0
"HSPA4",0
"C5orf15",0
"TCF7",0
"CDKL3",0
"JADE2",0
"SAR1B",1
"CAMLG",0
"C5orf20",0
"KLHL3",1
"PKD2L2",0
"FAM13B",0
"WNT8A",0
"CDC23",0
"CDC25C",0
"SIL1",1
"DNAJC18",0
"TMEM173",0
"PURA",1
"CYSTM1",0
"PCDHA4",0
"PCDHA5",0
"PCDHB14",0
"TAF7",0
"DIAPH1",1
"HDAC3",0
"PCDH12",1
"NDFIP1",0
"SH3RF2",0
"POU4F3",0
"PPP2R2B",0
"DPYSL3",0
"FAM105B",0
"JAKMIP2",0
"SPINK7",0
"HTR4",0
"ADRB2",0
"TIGD6",0
"ARSI",0
"SMIM3",0
"ZNF300",0
"GM2A",0
"NIPAL4",1
"UBLCP1",0
"ADRA1B",0
"PWWP2A",0
"SLU7",0
"CCNG1",0
"NUDCD2",0
"HMMR",0
"PANK3",0
"FBXW11",0
"RPL26L1",0
"CREBRF",0
"BNIP1",0
"RP11.844P9.2",0
"CDHR2",0
"TSPAN17",0
"UIMC1",0
"SLC34A1",1
"N4BP3",0
"CLK4",0
"C5orf45",0
"GFPT2",0
"ZFP62",0
"GNB2L1",0
"TRIM52",0
"IRX4",0
"GUSBP1",0
"C5orf38",0
"MTMR12",0
"ZFR",0
"RAD1",0
"DNAJC21",1
"CAPSL",0
"NUP155",0
"PLCXD3",0
"AHRR",0
"OXCT1",1
"GHR",1
"SEPP1",0
"HMGCS1",0
"PAIP1",0
"EXOC3",0
"EMB",0
"PARP8",0
"SNX18",0
"ESM1",0
"GZMK",0
"DHX29",0
"SLC38A9",0
"PDE4D",1
"DEPDC1B",0
"IPO11",0
"SREK1IP1",0
"CENPK",0
"SRD5A1",0
"CCDC125",0
"TAF9",0
"MARVELD2",1
"MRPS27",0
"ZNF366",0
"TMEM171",0
"BTF3",0
"POLK",1
"WDR41",0
"ARSB",1
"BHMT2",0
"HOMER1",0
"ZFYVE16",0
"DHFR",0
"CKMT2",0
"CCNH",0
"FAM172A",0
"MCTP1",0
"SPATA9",0
"GLRX",0
"ELL2",0
"CAST",0
"ERAP1",0
"LNPEP",0
"LIX1",0
"CHD1",1
"PRDM13",0
"PREP",0
"PRDM1",0
"MAK",1
"OSTM1",1
"LACE1",0
"SESN1",0
"ZBTB24",0
"ELOVL2",0
"SLC22A16",0
"TUBE1",0
"KPNA5",0
"GJA1",1
"HSF2",0
"NKAIN2",0
"TRMT11",0
"SOGA3",0
"ARHGAP18",0
"AKAP7",0
"CTAGE9",0
"TAAR2",0
"AL583828.1",0
"PDE7B",0
"MAP7",0
"PERP",1
"PEX3",1
"LTV1",0
"EPM2A",0
"UST",0
"LRP11",0
"RAET1K",0
"RAET1L",0
"ESR1",0
"CLDN20",0
"OSTCP1",0
"RSPH3",1
"AGPAT4",0
"GMDS",0
"RNASET2",1
"CCR6",0
"C6orf120",0
"PHF10",0
"PSMB1",0
"FAM8A1",0
"NHLRC1",1
"E2F3",0
"C6orf62",0
"GMNN",0
"BTN3A2",0
"HIST1H2AG",0
"ZNF184",0
"WRNIP1",0
"PGBD1",0
"ZKSCAN3",0
"MAS1L",0
"SERPINB6",1
"ZNRD1",0
"DHX16",0
"FLOT1",0
"MUC21",0
"TCF19",0
"DDX39B",0
"NFKBIL1",0
"TUBB2A",0
"BAG6",0
"GPANK1",0
"LY6G5C",0
"VWA7",0
"C2",0
"ATF6B",0
"RNF5",0
"C6orf10",0
"HLA.DRA",0
"HLA.DQB1",0
"PPP1R2P1",0
"HLA.DMA",0
"HSD17B8",0
"ZBTB9",0
"DUSP22",0
"IP6K3",0
"HMGA1",0
"TAF11",0
"ARMC12",0
"MAPK14",0
"BRPF3",0
"TMEM217",0
"CMTR1",0
"FAM217A",0
"TREML4",0
"NCR2",0
"FRS3",0
"TAF8",1
"GUCA1B",0
"KLC4",0
"POLR1C",1
"POLH",1
"CDC5L",0
"PLA2G7",0
"GPR111",0
"RHAG",1
"DEFB114",0
"IL17F",0
"EFHC1",0
"TRAM2",0
"GSTA5",0
"ELOVL5",0
"BMP5",0
"KIAA1586",0
"NRN1",0
"PHF3",0
"LMBRD1",1
"FAM135A",0
"OGFRL1",0
"MIR30C2",0
"SSR1",0
"DDX43",0
"MTO1",1
"IRAK1BP1",0
"BLOC1S5",1
"EEF1E1",0
"SLC35B3",0
"GJB7",0
"SLC35A1",0
"RARS2",1
"ORC3",0
"RNGTT",0
"MAP3K7",1
"FBXL4",1
"MEPCE",0
"LRCH4",0
"MOSPD3",0
"TFR2",1
"NAT16",0
"SH2B2",0
"PRKRIP1",0
"FBXL13",0
"LRRC17",0
"NAPEPLD",0
"RINT1",1
"PRKAR2B",0
"HBP1",0
"CBLL1",0
"GPR146",0
"NDUFA4",0
"LSMEM1",0
"CAPZA2",1
"NAA38",0
"ZFAND2A",0
"TSPAN12",0
"ING3",0
"HYAL4",0
"ARL4A",0
"LRRC4",0
"RBM28",0
"FAM71F2",0
"FAM71F1",0
"OPN1SW",0
"TMEM209",0
"CHCHD3",0
"SLC35B4",0
"FAM180A",0
"TMEM213",0
"TTC26",0
"LUC7L2",0
"PARP12",0
"SLC37A3",0
"ETV1",0
"WEE2",1
"TRBV5.1",0
"TRBV5.5",0
"TRBV19",0
"TRBV20.1",0
"TAS2R60",0
"OR6B1",0
"C7orf33",0
"EZH2",1
"ZNF425",0
"ZNF282",0
"LRRC61",0
"GIMAP7",0
"SLC4A2",0
"SMARCD3",0
"PRKAG2",1
"GALNTL5",0
"GALNT11",0
"PAXIP1.AS2",0
"INSIG1",0
"MEOX2",0
"DNAJB6",1
"SOSTDC1",0
"BZW2",0
"FAM126A",1
"NUPL2",0
"TRA2A",0
"FAM221A",0
"MPP6",0
"NFE2L3",0
"HOXA7",0
"HOXA10",0
"HIBADH",0
"GNA12",0
"JAZF1",0
"CREB5",0
"CHN2",0
"WIPF3",0
"PLEKHA8",0
"ZNRF2",0
"NOD1",0
"AVL9",0
"MIR550A2",0
"DPY19L1",0
"TBX20",1
"TRGC1",0
"TRGV9",0
"TRGV5",0
"RALA",1
"C7orf25",0
"BLVRA",1
"URGCP",0
"SPDYE1",0
"AEBP1",0
"TMED4",0
"CCM2",0
"RAMP3",0
"SUN3",0
"C7orf57",0
"AP5Z1",1
"RBAK",0
"ZNF890P",0
"LANCL2",0
"MRPS17",0
"PSPH",1
"CYTH3",0
"ZNF138",0
"ZNF273",0
"ZNF117",0
"INTS4L1",0
"CRCP",0
"LIMK1",0
"NCF1",1
"GTF2IRD2",0
"GTF2IRD2B",0
"POM121C",0
"FGL2",0
"HEATR2",0
"DMTF1",0
"GTPBP10",0
"CYP51A1",0
"KRIT1",1
"GNGT1",0
"SGCE",1
"DLX5",0
"OCM2",0
"BAIAP2L1",0
"SMURF1",0
"ARPC1B",1
"ZNF394",0
"CYP3A7",0
"CYP3A4",1
"ODF1",0
"ATP6V1C1",0
"FZD6",0
"ABRA",0
"TRHR",0
"EBAG9",0
"RAD21",1
"COLEC10",1
"MAL2",0
"ZHX2",0
