"Gene","Clinically_Sig"
"PROSER2",0
"MIR1185.1",0
"MIR485",0
"STX12",0
"C3orf14",0
"ADO",0
"PMP22",0
"C2orf27B",0
"BHLHE23",0
"APOC4",0
"KCNJ13",1
"DSCC1",0
"ORAI1",0
"C9orf142",0
"TMEM179B",0
"RBM4",0
"VMA21",0
"SCIMP",0
"UBE2S",0
"PSMB10",0
"NUPR1",0
"POLR2J",0
"C2CD4A",0
"C17orf50",0
"TRAV30",0
"CCL18",0
"PAGE4",0
"RP11.596D21.1",0
"CRYAA",1
"TWF1",0
"ATP6V0E1",0
"SNORD113.6",0
"MRPS18C",0
"LINC00264",0
"IGHJ2",0
"TRAV35",0
"TRDC",0
"APOC1",0
"MRPS24",0
"UBALD1",0
"GAGE2B",0
"CSNK2A2",0
"IGLL5",0
"CIAPIN1",0
"CHURC1",0
"HES7",0
"LSM7",0
"AC026202.1",0
"TRBV5.6",0
"PGAM2",1
"TRAJ17",0
"POLR3K",0
"WDFY1",0
"SFR1",0
"EIF4EBP2",0
"NDUFC2",0
"SNTN",0
"MIR573",0
"TRBJ2.6",0
"CCT6P3",0
"TRDJ2",0
"EIF3G",0
"PDZK1IP1",0
"FABP4",0
"BNIP2",0
"RNF7",0
"TRAJ31",0
"AC073869.2",0
"CNIH2",0
"WHAMMP3",0
"AC037199.1",0
"MIR526B",0
"RPS28",0
"NGFRAP1",0
"S100A16",0
"C14orf142",0
"GPR160",0
"ATOH7",1
"RP11.142C4.6",0
"CRYBA1",1
"DPY19L2P3",0
"RP11.397E7.2",0
"MIR548A1",0
"IFITM3",0
"SNORD114.28",0
"KLF13",0
"PSTPIP1",1
"PDRG1",0
"WFDC9",0
"VDAC1",0
"MIR587",0
"ATP6V1F",0
"TRIM74",0
"PABPC1L2A",0
"NENF",0
"NAT8L",0
"RPS20",0
"CBWD5",0
"FAM192A",0
"SLC35A4",0
"BIRC5",0
"S100A12",0
"URAD",0
"ID2",0
"FAM69A",0
"SSSCA1",0
"CYB561D1",0
"UQCC2",0
"EXOSC1",1
"MIR323A",0
"CTD.2008P7.8",0
"DPM3",0
"NPPC",0
"KRTAP3.2",0
"CLC",0
"ARFRP1",0
"RILPL2",0
"CAMK2N2",0
"GTF3C6",0
"TPRX2P",0
"RPS4Y2",0
"TMEM54",0
"ODF3B",0
"CGB",0
"ATG12",0
"SNORD115.11",0
"EFHD2",0
"IGHD2.21",0
"GSKIP",0
"UBE2V1",0
"LSM5",0
"MRPS16",0
"FBXO17",0
"SFT2D1",0
"C10orf99",0
"IGLC3",0
"RHOXF2",0
"DGUOK",1
"MIR720",0
"MIR516B2",0
"MEX3D",0
"ANKRD20A3",0
"KB.1572G7.2",0
"RP11.520B13.4",0
"CST7",0
"TRAJ45",0
"MIR193B",0
"MRPL52",0
"CDC42EP5",0
"SMN1",1
"COA3",0
"C17orf62",0
"SNORD115.6",0
"RRP36",0
"CYCS",0
"RABGEF1",0
"TYW5",0
"JMJD7",0
"RP11.488I20.3",0
"LYL1",0
"CDKN2B.AS1",0
"PLAC9",0
"SNORD114.26",0
"ANKRD34C",0
"SLFN14",0
"TMEM247",0
"RP11.503N18.1",0
"CASC14",0
"POLR2L",0
"LINC00940",0
"TPT1.AS1",0
"KIAA0125",0
"LINC00341",0
"HCFC1R1",0
"ERVV.1",0
"MIR515.2",0
"C19orf70",0
"CTC.444N24.8",0
"LINC01139",0
"ZNF663P",0
"FAM230B",0
"CTA.992D9.6",0
"RP11.379F4.4",0
"SOX2.OT",0
"LINC01020",0
"SSBP2",0
"LINC00242",0
"LINC00574",0
"LSM2",0
"GRID2IP",0
"CCDC166",0
"RFPL4A",0
"TRAPPC3L",0
"ENO4",0
"FUOM",0
"PCBD1",0
"PLET1",0
"ZDHHC24",0
"JMJD7.PLA2G4B",0
"MYADML2",0
"WDR83OS",0
"GDF1",0
"TARM1",0
"SFT2D2",0
"CAPZB",0
"CBR3",0
"NDUFB3",0
"TWIST2",0
"HSPB6",0
"SPINT3",0
"FDCSP",0
"TIMM8B",0
"VTI1B",0
"FAM47E",0
"GCNT7",0
"C16orf96",0
"AKIRIN1",0
"FLJ27365",0
"C6orf52",0
"NANOS1",0
"FAM228B",0
"NREP",0
"RP11.266K4.9",0
"TMEM158",0
"AC062028.1",0
"RP11.453F18__B.1",0
"GOLGA6L6",0
"MIR509.2",0
"AGAP10",0
"CLDND2",0
"SMG1P1",0
"LRRC29",0
"CNFN",0
"NDUFA7",0
"TMEM192",0
"CTD.2215E18.1",0
"C6orf226",0
"HIGD1B",0
"RRAS",0
"AP000525.9",0
"PIP5KL1",0
"MYCBP",0
"TRAJ13",0
"TMEM222",1
"CDK2AP1",0
"ID4",0
"CTB.54O9.9",0
"SLC25A29",0
"RP11.196G11.1",0
"STARD7.AS1",0
"TAL2",0
"CCL4L2",0
"SNORD3B.2",0
"RP11.347C12.2",0
"C19orf12",1
"CGGBP1",0
"RPP21",0
"C12orf23",0
"TOMM7",0
"RP11.61L23.2",0
"MPDU1",0
"CCDC163P",0
"RPS24",0
"PRAF2",0
"PLK1S1",0
"MSANTD1",0
"CDRT1",0
"SFTA3",0
"PRAMEF23",0
"RP11.998D10.1",0
"SNORD115.5",0
"IFT27",1
"GSTM4",0
"RPRML",0
"OSTC",0
"MDFI",0
"COX6A1",0
"KBTBD13",0
"CXCL17",0
"CRB3",0
"C1orf86",0
"LSM10",0
"YDJC",0
"TMED9",0
"C1orf229",0
"C17orf75",0
"YPEL5",0
"MRPS34",0
"FLYWCH2",0
"FAM218A",0
"LIN52",0
"PIGW",0
"MIRLET7A2",0
"MSMO1",0
"CDC37L1",0
"AL137026.1",0
"RGCC",0
"GNG3",0
"NUTF2",0
"SNHG16",0
"MIR30D",0
"INSL3",1
"RP1.241P17.4",0
"RP13.735L24.1",0
"APOC1P1",0
"RASA4CP",0
"RBMY2FP",0
"PSME3",0
"RP11.178C3.2",0
"PKIG",0
"MIR125B2",0
"RASD1",0
"NME4",0
"PF4",0
"PRR18",0
"DRD4",0
"RNF208",0
"AC015818.3",0
"SMPD4P1",0
"FAM227A",0
"TRAJ53",0
"RBMY1A1",0
"RP11.508N22.8",0
"IGFL3",0
"HSPB2",0
"FAM25C",0
"OAZ2",0
"RP11.290P14.2",0
"MIR9.3",0
"GOLT1A",0
"C1orf189",0
"TMEM105",0
"KCNK12",0
"KRTAP4.8",0
"TIPIN",0
"CALML6",0
"SCRT1",0
"C19orf25",0
"LRRC26",0
"TMEM261",0
"MIR299",0
"C14orf180",0
"SOX12",0
"CCNI2",0
"MIR526A2",0
"MIR520E",0
"FXYD6.FXYD2",0
"MT1G",0
"AL162424.1",0
"ARMS2",0
"HSPB3",0
"AAMDC",0
"PAIP2",0
"LYPD6",0
"TRAJ24",0
"ANKRD30BL",0
"RP11.192H23.4",0
"MIR654",0
"BATF",0
"TMSB15A",0
"GHRL",0
"TOMM5",0
"LILRP2",0
"EMC4",0
"SF3B14",0
"STAG3L3",0
"AP000758.1",0
"FAM163B",0
"SAA1",0
"SNORD114.14",0
"GNPNAT1",0
"CD99P1",0
"LINC00957",0
"DUSP23",0
"C8orf82",0
"HMGN3",0
"VWA1",1
"C19orf33",0
"IGHD6.25",0
"TBC1D3C",0
"SNX22",0
"AC004076.9",0
"TP53AIP1",0
"ANKRD18DP",0
"RAB35",0
"TRAJ9",0
"DEFB105A",0
"DEFB106B",0
"CCDC117",0
"SPINK9",0
"C1orf159",0
"RP11.3P17.4",0
"SPRN",0
"DYNLL1",0
"FAM103A1",0
"PAGR1",0
"RP11.1212A22.1",0
"MIR518B",0
"SELK",0
"CHCHD1",0
"POC1B.GALNT4",0
"AC010336.1",0
"TRAPPC2L",0
"IL11",0
"TPGS2",0
"COMMD3.BMI1",0
"MARCH9",0
"TRAV41",0
"GPATCH11",0
"TRAJ33",0
"SERP1",0
"RBMY1F",0
"TMEM256",0
"IGHD6.13",0
"SVIP",0
"HYLS1",1
"G0S2",0
"WHAMMP2",0
"FAM174B",0
"PRR7",0
"SNORD116.19",0
"PAICS",0
"BARX1",0
"HCG27",0
"RP11.73M18.2",1
"RASSF3",0
"TMEM14B",0
"INCA1",0
"PPP5D1",0
"SMIM15",0
"MRPS36",0
"MIR542",0
"MED31",0
"SAA3P",0
"ATP5J",0
"FAM72A",0
"SAMD5",0
"SNORD114.21",0
"DNAL4",0
"CTD.3214H19.16",0
"CTNNBIP1",0
"FAR2P2",0
"C10orf95",0
"IFFO2",0
"OVCA2",0
"MIR633",0
"NBL1",0
"DEFB134",0
"NDUFB10",1
"NAT9",0
"COX20",1
"COPRS",0
"SPC24",0
"PLAC8L1",0
"RASA4B",0
"C15orf56",0
"RP11.760D2.11",0
"MIR365A",0
"SNRPE",0
"PRDX5",0
"NDUFA5",0
"IGKJ4",0
"IGLV5.52",0
"ZNF487",0
"MIR29A",0
"WFDC10A",0
"STON1",0
"DNAJC24",0
"SNAPIN",0
"RP11.712L6.5",0
"AC103801.2",0
"NHLRC4",0
"CCL3L1",0
"RPL27",0
"AC040977.1",0
"HSPB9",0
"TMEM14E",0
"TMA7",0
"LYRM2",0
"CCDC126",0
"GOLGA8B",0
"MIR520F",0
"MIR369",0
"C1orf227",0
"LYRM7",0
"RPL17",0
"NOL7",0
"TRDJ3",0
"KISS1R",0
"IER3IP1",0
"C7orf55",0
"IKBKG",1
"MIR1303",0
"TRAPPC1",0
"IGIP",0
"NSMCE4A",0
"TRAJ42",0
"USMG5",0
"PSMA2",0
"ZNF815P",0
"TRDJ4",0
"SLC31A2",0
"ZNF740",0
"UBE2QL1",0
"FAM149B1",1
"BLOC1S1",0
"UBAP1L",0
"RPL35",0
"ZBTB8B",0
"AC022400.2",0
"VSTM2B",0
"CSN1S2AP",0
"VSTM5",0
"AC010441.1",0
"TMEM233",0
"FGF11",0
"MIR7.3HG",0
"IRGM",0
"PPP1R27",0
"AC009365.3",0
"PRM3",0
"C7orf71",0
"NANOGNB",0
"ZNF295.AS1",0
"TRAJ21",0
"C22orf46",0
"SYCE1L",0
"RNU11",0
"LINC00299",0
"S100P",0
"AP006222.2",0
"CISD3",0
"C9orf37",0
"LINC00493",0
"EFR3B",0
"RP11.774O3.3",0
"AC068987.1",0
"FAM157A",0
"CTD.2600O9.1",0
"C8orf48",0
"EIF3CL",0
"C21orf119",0
"S100A14",0
"ANKRD66",0
"IGHD6.19",0
"LY6G6E",0
"TMEM253",0
"EMP1",0
"RP11.934B9.3",0
"FAM27E3",0
"MROH2A",0
"MIR1284",0
"LIME1",0
"FBXO36",0
"RP11.160C18.4",0
"IL18",0
"RP11.295P9.3",0
"ZBED5",0
"KCNQ1DN",0
"FAM180B",0
"DENR",0
"ZAR1L",0
"CCDC169",0
"RSL24D1",0
"MIR7.2",0
"SNN",0
"ERVK13.1",0
"GRAPL",0
"KRT18P55",0
"ARL5C",0
"LINC00671",0
"C17orf72",0
"GABARAP",0
"UBALD2",0
"C18orf42",0
"L34079.2",0
"RP11.418J17.1",0
"ANKRD65",0
"RP11.134G8.2",0
"RP11.421L10.1",0
"CAPN8",0
"C1orf228",0
"BTBD19",0
"TMEM239",0
"EFCAB8",0
"NDUFA6",0
"RFX8",0
"AC079612.1",0
"GAREML",0
"C2orf74",0
"TMEM212",0
"KRBOX1",0
"C3orf84",0
"TMEM232",0
"RP11.454P21.1",0
"MIR548A2",0
"C6orf132",0
"PPP1R3G",0
"C6orf163",0
"SAP25",0
"MAFK",0
"AC004837.4",0
"BRI3",0
"THEM6",0
"NUDT18",0
"MBOAT4",0
"MIR548I4",0
"REXO2",0
"TIMM10",0
"C11orf31",0
"RP11.977G19.10",0
"SNORD113.2",0
"SNORD114.4",0
"TRAJ59",0
"TRAJ46",0
"SLIRP",0
"IFI27L2",0
"SNORD115.37",0
"ULK4P2",0
"NMB",0
"RP11.386M24.4",0
"AC009120.4",0
"AC012123.1",0
"LIPE.AS1",0
"AC011484.1",0
"PTH2",0
"AC006116.24",0
"TMEM167B",0
"RP11.353N4.5",0
"GRIK1.AS2",0
"C2orf27A",0
"AC018867.2",0
"ORMDL1",0
"AC011997.1",0
"RAB1A",0
"SNRNP27",0
"LINC00342",0
"MAP6D1",0
"RP11.211G3.3",0
"SEMA3B",0
"CYB561D2",0
"IQCF5",0
"LSM6",0
"ZCCHC10",0
"LST1",0
"APOM",0
"CSNK2B",0
"HLA.DQA1",0
"ZNRF2P2",0
"MIR596",0
"MIR548I3",0
"TXNDC8",0
"DPM2",0
"MIR1205",0
"AC007956.1",0
"MRPL34",0
"RP11.206L10.2",0
"HINT3",0
"LINC00472",0
"MIR381",0
"AC073610.5",0
"ARPP19",0
"SRRM2.AS1",0
"TEX38",0
"PYURF",0
"CASC2",0
"DMBT1P1",0
"TMEM236",0
"SEPT7P9",0
"ANTXRL",0
"AL603965.1",0
"FAM170B",0
"LINC00843",0
"CASP12",0
"RP11.295K3.1",0
"MRPL23.AS1",0
"MRGPRG",0
"CTD.2210P24.4",0
"RP11.642P15.1",0
"MYRFL",0
"LINC00408",0
"LRRC63",0
"CTD.2311B13.7",0
"C14orf23",0
"RP11.247C2.2",0
"AC019294.1",0
"GOLGA6L18",0
"RP11.161M6.5",0
"AC012317.1",0
"LINC00514",0
"BEAN1",0
"LINC00917",0
"PYY2",0
"KRTAP2.1",0
"RP1.62O9.3",0
"RBFOX3",0
"GCGR",0
"CYP4F35P",0
"MIR187",0
"hsa.mir.1199",0
"PLK5",0
"UCA1",0
"GPR42",0
"CTD.2162K18.4",0
"MIRLET7E",0
"CTB.167G5.5",0
"TINCR",0
"ZNF667.AS1",0
"SMIM17",0
"PEX11G",0
"NBPF4",0
"RP11.470L19.2",0
"RP3.522D1.1",0
"RP5.1086K13.1",0
"AL627309.1",0
"MIR3118.3",0
"LINC00272",0
"FAM41C",0
"SNORA60",0
"RP11.445H22.3",0
"RP11.290F20.1",0
"RP5.828H9.1",0
"RP11.429E11.3",0
"LINC00189",0
"KRTAP20.3",0
"C21orf59",0
"LINC00205",0
"AC008132.13",0
"LINC00896",0
"POM121L4P",0
"GGT2",0
"IGLJ4",0
"C2orf88",0
"RESP18",0
"ARHGEF33",0
"AC104654.1",0
"PCBP1.AS1",0
"LINC00298",0
"RP11.553A10.1",0
"RP11.723O4.6",0
"ANKUB1",0
"MIR1263",0
"RP11.298O21.5",0
"CMC1",0
"RP11.141M3.5",0
"SPINK8",0
"XXcos.LUCA11.5",0
"RP11.526A4.1",0
"RP11.290F5.2",0
"C5orf47",0
"AC008394.1",0
"SMIM13",0
"LINC01010",0
"HCG11",0
"PSORS1C3",0
"ADCY10P1",0
"C6orf141",0
"FAM185A",0
"LINC00525",0
"SNORA22",0
"TMEM249",0
"RP11.91J19.4",0
"LCN12",0
"RP11.526D8.7",0
"MIRLET7A1",0
"LINC00092",0
"LINC00087",0
"RP11.364B14.1",0
"LINC00269",0
"DMRTC1B",0
"NAP1L6",0
"COX7B",0
"IGHD2.8",0
"SMIM22",0
"LINC00854",0
"FAM187A",0
"TMEM235",0
"C19orf60",0
"RP11.413G15.1",0
"TMEM129",0
"HLA.V",0
"ADAM5",0
"CST13P",0
"FAM24B",0
"LINC01168",0
"MIR4293",0
"LINC00700",0
"MIR3156.1",0
"LINC00705",0
"LINC00842",0
"FAM25A",0
"OR10D3",0
"NCR3LG1",0
"MIR4298",0
"MS4A18",0
"RP11.119D9.1",0
"RP11.474D1.3",0
"RP11.394A14.2",0
"MIR4309",0
"KLHL33",0
"TRAJ12",0
"ERH",0
"CCDC177",0
"CTD.2054N24.2",0
"PWAR6",0
"SRP14",0
"CTXN2",0
"LINC00277",0
"RP11.307C19.3",0
"AC105339.2",0
"HBA1",0
"RP11.863P13.4",0
"SMIM6",0
"RP11.739N10.1",0
"LGALS7B",0
"RP11.1137G4.3",0
"MBD3L2",0
"RP11.782C8.1",0
"NBPF24",0
"RIIAD1",0
"FMO9P",0
"RP3.510D11.1",0
"SNORA71B",0
"LINC00654",0
"RP11.305P22.9",0
"AL109763.2",0
"LINC00308",0
"LINC00314",0
"AC002472.13",0
"AC016747.3",0
"RP11.485G4.2",0
"RP11.451G4.2",0
"RP11.766F14.2",0
"AC092535.3",0
"PGRMC2",0
"C4orf47",0
"HMX1",0
"TMED7",0
"SPINK1",0
"RP11.43F13.1",0
"RPS23",0
"SMLR1",0
"XXbac.BPG154L12.4",0
"TDRG1",0
"RP4.529N6.1",0
"EFCAB10",0
"AC010091.1",0
"C8orf49",0
"TMEM65",0
"TMEM75",0
"FP15737",0
"ADAM3A",0
"SDR16C6P",0
"C8orf87",0
"C9orf53",0
"ANKRD18B",0
"MIR450B",0
"MIR450A1",0
"MIR1468",0
"RP11.169D4.1",0
"SPATA41",0
"TMEM185B",0
"FAM132B",0
"LINC00951",0
"NUPR1L",0
"GTF2A1L",0
"IGHD3.9",0
"SCGB3A1",0
"C2orf91",0
"LINC00238",0
"CTC.273B12.7",0
"PPP4R1L",0
"AC026407.1",0
"C17orf107",1
"C2CD4C",0
"MIR302E",0
"AC110781.3",0
"TMEM240",0
"FRAT1",0
"PATE3",0
"AC009065.1",0
"RP11.156E8.1",0
"HES5",0
"EPPIN.WFDC6",0
"LINC00442",0
"AP001604.3",0
"METRN",0
"FAM182A",0
"POTEB",0
"CCDC154",0
"HES4",0
"AL139396.1",0
"C16orf74",0
"MIR193A",0
"RP5.1052I5.2",0
"DGCR6",0
"ANKRD9",0
"LEAP2",0
"CCDC42B",0
"MIR337",0
"CPSF4L",0
"EID2B",0
"SERF1B",0
"SMCO2",0
"RP11.410N8.4",0
"LL22NC03.75H12.2",0
"KIAA0087",0
"TRGJP",0
"LINC00898",0
"AC117834.1",0
"MIR892B",0
"AL353997.3",0
"RP11.247A12.2",0
"TRAJ38",0
"AC040160.1",0
"AC140481.2",0
"NPIPB8",0
"RPL36",0
"SYCE3",0
"TRIM49D1",0
"AC004076.7",0
"ATP8A2P3",0
"LALBA",0
"GOLGA6L19",0
"H2BFM",0
"CT45A6",0
"TGIF2.C20orf24",0
"ST20.MTHFS",1
"MBD3L5",0
"LINC00115",0
"RP1.139D8.6",0
"COX6A2",0
"CTB.96E2.2",0
"FAM138E",0
"LRRC38",0
"TSTD1",0
"AC016757.3",0
"LCE6A",0
"NDUFC1",0
"USP17L18",0
"IGHD1.7",0
"C21orf90",0
"SRY",0
"LEPROTL1",0
"MIR889",0
"VCX2",0
"C5orf52",0
"EP400NL",0
"C2orf72",0
"C22orf34",0
"MIR31",0
"HERC2P8",0
"RP11.766N7.3",0
"MMP23B",0
"LYPD8",0
"PRR26",0
"IGHD2.15",0
"RP11.514P8.7",0
"MIR92A2",0
"COLCA2",0
"C19orf77",0
"hsa.mir.150",0
"MIR552",0
"RP11.460N16.1",0
"MIR3118.2",0
"TMEM151B",0
"CTD.3105H18.14",0
"MIR503",0
"RP11.439L8.3",0
"LINC00856",0
"LINC00544",0
"AC008271.1",0
"TMPRSS11BNL",0
"SRP19",0
"HIGD2A",0
"BVES.AS1",0
"AC008060.7",0
"LINC01118",0
"DNASE1L2",0
"FAM106A",0
"DNAH17.AS1",0
"SP9",0
"RP11.774D14.1",0
"MIRLET7D",0
"RPS11P6",0
"RP11.944L7.5",0
"AL133373.1",0
"AC079210.1",0
"AC139100.2",0
"PRAMEF21",0
"C21orf67",0
"LINC00152",0
"DPH3",0
"RP11.262H14.3",0
"MIR196A1",0
"FLJ45079",0
"UTF1",0
"RP11.315D16.2",0
"CFD",0
"C17orf96",0
"ATP5D",0
"AC018470.1",0
"RP11.659G9.1",0
"AC098973.1",0
"TRAJ37",0
"LINC00483",0
"AC007277.3",0
"LINC00885",0
"RP11.290F5.1",0
"LINC00632",0
"TRAJ6",0
"RP11.834C11.6",0
"CXCL10",0
"KLLN",0
"BTBD18",0
"TRAJ30",0
"RP11.426C22.5",0
"JMJD8",0
"HSBP1",0
"TOMM6",0
"AC026150.5",0
"LINC00665",0
"C5orf66",0
"RP1.152L7.5",0
"LINC00243",0
"IFITM10",0
"STMND1",0
"ZNF252P.AS1",0
"LINC00523",0
"RP11.169K16.9",0
"AL021546.6",0
"CTD.2547E10.2",0
"MUC19",0
"RP11.321M21.3",0
"C20orf62",0
"VAMP2",0
"CHADL",0
"AC011897.1",0
"BHLHA15",0
"C9orf16",0
"TRAPPC2",0
"C10orf40",0
"CLEC18A",0
"C1QTNF1.AS1",0
"SNORD115.9",0
"CT47A6",0
"RMST",0
"TRAJ49",0
"NPIPA2",0
"RP11.77K12.1",0
"MIR1253",0
"PRAMEF5",0
"RP11.101E13.5",0
"SNORA71D",0
"MIR216B",0
"RP11.514O12.4",0
"MIR548H4",0
"FAM183CP",0
"BCORP1",0
"CTD.3187F8.2",0
"CCDC144B",0
"MIR421",0
"RP11.126K1.2",0
"AC010327.2",0
"RP11.706O15.1",0
"LINC00032",0
"C21orf88",0
"RP11.1277A3.1",0
"ULK4P3",0
"SPACA6P",0
"ERVV.2",0
"BHLHE40.AS1",0
"TMEM30C",0
"RP11.294O2.2",0
"KRTAP2.4",0
"MIR99B",0
"SNORA71A",0
"AL590708.2",0
"LINC00839",0
"AC114546.1",0
"LINC00923",0
"SEPW1",0
"RP11.435B5.4",0
"LINC00467",0
"RP5.1004I9.1",0
"ERVH48.1",0
"LINC00634",0
"LINC01119",0
"RP11.1398P2.1",0
"RP11.1134I14.8",0
"RP11.216L13.17",0
"RP11.182L21.6",0
"AP000783.1",0
"RP11.121M22.1",0
"C12orf80",0
"AL136218.1",0
"CTD.3049M7.1",0
"LINC00469",0
"CTD.2116F7.1",0
"RP11.17M16.1",0
"BSPH1",0
"RP4.651E10.4",0
"TSPO",0
"RP11.351J23.2",0
"TSTD3",0
"RNY5",0
"PRSS51",0
"NEFL",0
"MIR3150A",0
"GGTA1P",0
"RP6.24A23.6",0
"AL133481.1",0
"RP11.638F5.1",0
"ATXN7L3B",0
"MIR370",0
"GOLGA8K",0
"LINC00052",0
"PRSS30P",0
"LINC00909",0
"ONECUT3",0
"AL592284.1",0
"NT5DC4",0
"MIR563",0
"TMEM42",0
"C3orf49",0
"CTC.534A2.2",0
"RP11.136K7.2",0
"HLA.DRB6",0
"MIR3147",0
"C9orf62",0
"SNORD113.8",0
"LINC00868",0
"ERVK3.1",0
"SPATA24",0
"AC115618.1",0
"RP11.706O15.3",0
"C13orf45",0
"GTF2H5",0
"BBIP1",0
"MIR670HG",0
"RP11.540K16.1",0
"RP11.504P24.4",0
"EGFEM1P",0
"RP11.455G16.1",0
"RP3.522P13.3",0
"RP11.923I11.6",0
"AL356356.1",0
"AC126323.1",0
"GOLGA6L5P",0
"CXCL3",0
"COX7C",0
"FAM157B",0
"C12orf73",0
"LY6G5B",0
"CD59",0
"SLX1B",0
"KIAA0040",0
"AL441883.1",0
"GOLGA8M",0
"IGHJ5",0
"PATE4",0
"COX17",0
"C15orf62",0
"RNF222",0
"AC005549.3",0
"MIR670",0
"TPTE2P5",0
"MIR205HG",0
"SRSF10",0
"SPDYE2B",0
"TRAJ7",0
"TRBV23.1",0
"FAM74A4",0
"RP11.834C11.3",0
"MIR759",0
"AATK.AS1",0
"C1orf213",0
"ALG1L2",0
"MIR570",0
"MIR548G",0
"CDKN2AIPNL",0
"HMHB1",0
"PPP1R14C",0
"MIR1302.6",0
"MIR507",0
"PGA4",0
"TIMM13",0
"C11orf91",0
"NEAT1",0
"MIR382",0
"IGHJ4",0
"CCDC175",0
"CCDC85C",0
"AP3S2",0
"ZNF771",0
"RPL38",0
"C17orf99",0
"LINC00305",0
"AC034110.1",0
"C20orf173",0
"CYP4F27P",0
"AC073343.1",0
"RP11.357C3.3",0
"RP11.568K15.1",0
"PRR13",0
"RP11.33B1.4",0
"RP11.574K11.29",0
"NRGN",0
"RP11.35J10.5",0
"DLEU1",0
"TRAJ35",0
"TRAJ25",0
"GOLGA8J",0
"MIR4313",0
"AC010646.3",0
"AC006538.4",0
"IGSF23",0
"CTD.3193O13.9",0
"RP11.465B22.5",0
"RP11.426L16.8",0
"RP11.439E19.3",0
"AL353354.2",0
"DLEU2L",0
"DSCR8",0
"AL049747.1",0
"RP11.1223D19.1",0
"LINC01106",0
"MIR4262",0
"C2orf82",0
"RP11.221J22.1",0
"AC022498.1",0
"RP11.351J23.1",0
"LINC01011",0
"RP11.428J1.5",0
"AC074389.6",0
"CR769776.1",0
"RP11.307E17.8",0
"RP11.85L21.4",0
"MIR320D2",0
"RP11.622K12.1",0
"MIR651",0
"ECSCR",0
"LINC00473",0
"TEX22",0
"PPP1R37",0
"LINC00324",0
"RP11.539I5.1",0
"AP000708.1",0
"RP11.834C11.4",0
"SNORD114.9",0
"TRAJ40",0
"NEDD8",0
"LINC00617",0
"BCAR4",0
"MIR3179.1",0
"NPW",0
"RP11.645C24.2",0
"RP11.347C12.3",0
"WASIR2",0
"RP11.178L8.4",0
"CTD.2555A7.2",0
"NOS2P3",0
"RP11.283C24.1",0
"MIR4318",0
"RP11.835E18.5",0
"AL589765.1",0
"TMEM51.AS1",0
"RP11.331H2.4",0
"RP4.813D12.3",0
"MIAT",0
"CYP4F30P",0
"AC073254.1",0
"AC074391.1",0
"TMIE",1
"C5orf63",0
"DEFB133",0
"RP11.318M2.2",0
"FAM66B",0
"GAGE13",0
"MAGED4",0
"RP11.227B21.2",0
"LINC00346",0
"TPTE2P1",0
"RP11.78J21.4",0
"RP11.355I22.6",0
"HBZ",0
"C17orf100",0
"RP11.244H3.1",0
"AC006946.15",0
"RP11.345F18.1",0
"MIR583",0
"TRGJP1",0
"RP11.664D7.4",0
"LINC00474",0
"RP11.220I1.1",0
"LINC00894",0
"MIR1257",0
"RP11.84C10.2",0
"MIR155HG",0
"IGKV1D.37",0
"DEFB107B",0
"AL022344.4",0
"MIR374A",0
"SNORD114.13",0
"TRAJ29",0
"AL445665.1",0
"ANXA8L2",0
"MIR1302.1",0
"TVP23C.CDRT4",0
"LRRC37A16P",0
"BRK1",0
"FLJ00273",0
"CTC.378H22.2",0
"LINC01120",0
"DDT",0
"MIR374B",0
"H19",0
"PRSS46",0
"LINC00266.1",0
"AL391152.1",0
"MIR125A",0
"RP11.367G6.3",0
"MIR514A2",0
"RP11.713P17.3",0
"LINC00612",0
"IGHD4.17",0
"TRAJ48",0
"C16orf52",0
"LGALS7",0
"AL645608.1",0
"AL035252.1",0
"C21orf54",0
"LINC00313",0
"AC011718.2",0
"POM121L7",0
"LINC01159",0
"MORN2",0
"C6orf123",0
"GSN.AS1",0
"RP11.381O7.3",0
"MEG3",0
"RP11.504P24.8",0
"AC110619.2",0
"RP11.43F13.3",0
"LINC00710",0
"RP11.794P6.2",0
"RP11.744N12.3",0
"OOSP1",0
"LINC00566",0
"ATXN8OS",0
"TRAJ36",0
"GOLGA8R",0
"RP11.674N23.1",0
"MIR3118.1",0
"LINC01101",0
"PLGLB1",0
"MIR138.1",0
"RP4.662A9.2",0
"RP11.863K10.7",0
"AL360004.1",0
"MIRLET7F1",0
"LINC00890",0
"MTRNR2L8",0
"TMPRSS4.AS1",0
"RN7SL319P",0
"AC012309.5",0
"RP5.1043L13.1",0
"LINC00692",0
"SS18L2",0
"RP11.542P2.1",0
"LINC00222",0
"TRGV10",0
"CTD.3064M3.7",0
"AC012215.1",0
"PCSK1N",0
"RP11.286N22.8",0
"RP11.555F9.2",0
"NDUFA11",0
"RP11.480I12.5",0
"CYP4F62P",0
"HLA.DPB2",0
"AC023490.2",0
"C1orf234",0
"LINC01123",0
"IER5L",0
"CEBPB",0
"C11orf96",0
"C1orf115",0
"RP11.182J1.1",0
"TUSC1",0
"AC137932.1",0
"RP11.225B17.2",0
"RP11.522I20.3",0
"PLA2G10",0
"TXN",0
"MIR222",0
"RP11.318A15.7",0
"C7orf76",0
"CTAGE8",0
"FLJ00418",0
"MIR137HG",0
"GATSL2",0
